"player_id","match_date","tournament_name","surface","round","opponent_id","opponent_name","result","winner_id","winner_name","score"
"100644","2026-06-29","Wimbledon","Grass","Round of 64 - Court 1","208316","208316.0","W","100644","100644.0","n/a"
"100644","2026-06-29","Wimbledon","Grass","Round of 128 - Centre Court","210696","210696.0","W","100644","100644.0","n/a"
"100644","2026-06-29","Wimbledon","Grass","Quarterfinals - Court 1","126203","126203.0","W","100644","100644.0","n/a"
"100644","2026-06-29","Wimbledon","Grass","Semifinals - Centre Court","209259","209259.0","W","100644","100644.0","n/a"
"100644","2026-06-29","Wimbledon","Grass","Final - Centre Court","206173","206173.0","L","206173","206173.0","n/a"
"100644","2026-06-29","Wimbledon","Grass","Final","206173","Jannik Sinner","L","206173","Jannik Sinner","6-7(7) 7-6(2) 6-3 6-4"
"100652","1993-11-01","Sao Paulo","Clay","R32","101962","101962.0","L","101962","101962.0","n/a"
"100652","1992-11-09","Sao Paulo","Hard","R32","101594","101594.0","L","101594","101594.0","n/a"
"100652","1992-11-02","Buzios","Hard","SF","101955","101955.0","L","101955","101955.0","n/a"
"100652","1992-11-02","Buzios","Hard","QF","101382","101382.0","W","100652","100652.0","n/a"
"100652","1992-11-02","Buzios","Hard","R16","101901","101901.0","W","100652","100652.0","n/a"
"100652","1992-11-02","Buzios","Hard","R32","101649","101649.0","W","100652","100652.0","n/a"
"100652","1992-10-26","Guaruja","Hard","R16","101063","101063.0","L","101063","101063.0","n/a"
"100652","1992-10-26","Guaruja","Hard","R32","102001","102001.0","W","100652","100652.0","n/a"
"100652","1992-05-25","Roland Garros","Clay","R128","101404","101404.0","L","101404","101404.0","n/a"
"100652","1991-11-04","Sao Paulo","Hard","R16","101532","101532.0","L","101532","101532.0","n/a"
"100653","1993-05-10","Coral Springs","Clay","R32","100944","100944.0","L","100944","100944.0","n/a"
"100653","1993-04-26","Atlanta","Clay","QF","101214","101214.0","L","101214","101214.0","n/a"
"100653","1993-04-26","Atlanta","Clay","R16","101147","101147.0","W","100653","100653.0","n/a"
"100653","1993-04-26","Atlanta","Clay","R32","101061","101061.0","W","100653","100653.0","n/a"
"100653","1993-04-12","Charlotte","Clay","R32","101147","101147.0","L","101147","101147.0","n/a"
"100653","1993-03-12","Miami Masters","Hard","R128","102434","102434.0","L","102434","102434.0","n/a"
"100653","1993-02-22","Mexico City","Clay","R32","101475","101475.0","L","101475","101475.0","n/a"
"100653","1993-02-08","Memphis","Hard","R64","101398","101398.0","L","101398","101398.0","n/a"
"100653","1992-07-06","Gstaad","Clay","R32","101404","101404.0","L","101404","101404.0","n/a"
"100653","1992-05-25","Roland Garros","Clay","R64","101767","101767.0","L","101767","101767.0","n/a"
"100656","1994-08-29","US Open","Hard","R64","101463","101463.0","L","101463","101463.0","n/a"
"100656","1994-08-29","US Open","Hard","R128","101398","101398.0","W","100656","100656.0","n/a"
"100656","1994-08-22","Schenectady","Hard","R16","101901","101901.0","L","101901","101901.0","n/a"
"100656","1994-08-22","Schenectady","Hard","R32","101549","101549.0","W","100656","100656.0","n/a"
"100656","1994-08-15","New Haven","Hard","R16","101820","101820.0","L","101820","101820.0","n/a"
"100656","1994-08-15","New Haven","Hard","R32","102035","102035.0","W","100656","100656.0","n/a"
"100656","1994-08-15","New Haven","Hard","R64","101866","101866.0","W","100656","100656.0","n/a"
"100656","1994-08-08","Cincinnati Masters","Hard","R32","101609","101609.0","L","101609","101609.0","n/a"
"100656","1994-08-08","Cincinnati Masters","Hard","R64","101409","101409.0","W","100656","100656.0","n/a"
"100656","1994-07-25","Canada Masters","Hard","R16","101965","101965.0","L","101965","101965.0","n/a"
"100676","1996-02-12","Marseille","Hard","R32","101098","101098.0","L","101098","101098.0","n/a"
"100676","1995-10-16","Lyon","Carpet","R32","102257","102257.0","L","102257","102257.0","n/a"
"100676","1995-09-25","Basel","Hard","R16","101414","101414.0","L","101414","101414.0","n/a"
"100676","1995-09-25","Basel","Hard","R32","101441","101441.0","W","100676","100676.0","n/a"
"100676","1991-10-28","Paris Masters","Carpet","R32","101196","101196.0","L","101196","101196.0","n/a"
"100676","1991-10-28","Paris Masters","Carpet","R64","102148","102148.0","W","100676","100676.0","n/a"
"100676","1991-10-14","Lyon","Carpet","R32","101285","101285.0","L","101285","101285.0","n/a"
"100676","1991-09-30","Toulouse","Hard","R32","101285","101285.0","L","101285","101285.0","n/a"
"100676","1991-09-23","Palermo","Clay","QF","101063","101063.0","L","101063","101063.0","n/a"
"100676","1991-09-23","Palermo","Clay","R16","101387","101387.0","W","100676","100676.0","n/a"
"100689","1992-02-17","Philadelphia","Carpet","R64","100628","100628.0","L","100628","100628.0","n/a"
"100689","1991-11-04","Moscow","Carpet","R32","101026","101026.0","L","101026","101026.0","n/a"
"100689","1991-10-07","Berlin","Carpet","R16","101234","101234.0","L","101234","101234.0","n/a"
"100689","1991-10-07","Berlin","Carpet","R32","101750","101750.0","W","100689","100689.0","n/a"
"100689","1991-08-26","US Open","Hard","R128","101409","101409.0","L","101409","101409.0","n/a"
"100689","1991-08-12","Indianapolis","Hard","R16","101735","101735.0","L","101735","101735.0","n/a"
"100689","1991-08-12","Indianapolis","Hard","R32","101098","101098.0","W","100689","100689.0","n/a"
"100689","1991-08-12","Indianapolis","Hard","R64","101131","101131.0","W","100689","100689.0","n/a"
"100689","1991-07-22","Canada Masters","Hard","R64","101191","101191.0","L","101191","101191.0","n/a"
"100689","1991-06-24","Wimbledon","Grass","R16","101098","101098.0","L","101098","101098.0","n/a"
"100711","1991-09-09","Brasilia","Carpet","R64","101003","101003.0","L","101003","101003.0","n/a"
"100711","1991-08-05","Prague","Clay","R32","100950","100950.0","L","100950","100950.0","n/a"
"100711","1991-07-29","San Marino","Clay","R32","101063","101063.0","L","101063","101063.0","n/a"
"100711","1991-06-24","Wimbledon","Grass","R128","100829","100829.0","L","100829","100829.0","n/a"
"100711","1991-06-17","Genova","Clay","R32","101642","101642.0","L","101642","101642.0","n/a"
"100711","1991-06-10","Florence","Clay","R32","101404","101404.0","L","101404","101404.0","n/a"
"100711","1991-05-20","Bologna","Clay","R16","100954","100954.0","L","100954","100954.0","n/a"
"100711","1991-05-20","Bologna","Clay","R32","101441","101441.0","W","100711","100711.0","n/a"
"100711","1991-04-29","Tampa","Clay","R32","101131","101131.0","L","101131","101131.0","n/a"
"100711","1991-04-01","Orlando","Hard","R32","100763","100763.0","L","100763","100763.0","n/a"
"100713","1995-02-06","Dubai","Hard","R32","101965","101965.0","L","101965","101965.0","n/a"
"100713","1993-10-11","Tokyo Indoor","Carpet","R64","101833","101833.0","L","101833","101833.0","n/a"
"100713","1993-07-05","Gstaad","Clay","R32","101685","101685.0","L","101685","101685.0","n/a"
"100713","1993-06-21","Wimbledon","Grass","R64","101318","101318.0","L","101318","101318.0","n/a"
"100713","1993-06-21","Wimbledon","Grass","R128","101642","101642.0","W","100713","100713.0","n/a"
"100713","1993-01-18","Australian Open","Hard","R64","101593","101593.0","L","101593","101593.0","n/a"
"100713","1993-01-18","Australian Open","Hard","R128","100800","100800.0","W","100713","100713.0","n/a"
"100713","1992-10-19","Taipei","Carpet","R16","101234","101234.0","L","101234","101234.0","n/a"
"100713","1992-10-19","Taipei","Carpet","R32","101413","101413.0","W","100713","100713.0","n/a"
"100713","1992-10-05","Sydney Indoor","Hard","R64","101026","101026.0","L","101026","101026.0","n/a"
"100714","1993-01-18","Australian Open","Hard","R128","101230","101230.0","L","101230","101230.0","n/a"
"100714","1992-08-17","New Haven","Hard","R64","101945","101945.0","L","101945","101945.0","n/a"
"100714","1992-01-13","Australian Open","Hard","R128","100581","100581.0","L","100581","100581.0","n/a"
"100714","1991-06-24","Wimbledon","Grass","R128","101589","101589.0","L","101589","101589.0","n/a"
"100714","1991-01-14","Australian Open","Hard","R128","101750","101750.0","L","101750","101750.0","n/a"
"100727","1993-08-02","Kitzbuhel","Clay","R64","101531","101531.0","L","101531","101531.0","n/a"
"100727","1992-11-09","Sao Paulo","Hard","R32","101133","101133.0","L","101133","101133.0","n/a"
"100727","1992-09-14","Cologne","Clay","R32","101382","101382.0","L","101382","101382.0","n/a"
"100727","1992-08-24","Umag","Clay","R32","102374","102374.0","L","102374","102374.0","n/a"
"100727","1992-08-10","Prague","Clay","R32","101691","101691.0","L","101691","101691.0","n/a"
"100727","1992-07-27","San Marino","Clay","R32","101462","101462.0","L","101462","101462.0","n/a"
"100727","1991-05-06","Charlotte","Clay","R32","101191","101191.0","L","101191","101191.0","n/a"
"100728","1993-08-16","Indianapolis","Hard","R32","101948","101948.0","L","101948","101948.0","n/a"
"100728","1993-08-16","Indianapolis","Hard","R64","102053","102053.0","W","100728","100728.0","n/a"
"100728","1993-08-02","Los Angeles","Hard","R32","101022","101022.0","L","101022","101022.0","n/a"
"100728","1993-06-21","Wimbledon","Grass","R64","102158","102158.0","L","102158","102158.0","n/a"
"100728","1993-06-21","Wimbledon","Grass","R128","101767","101767.0","W","100728","100728.0","n/a"
"100728","1992-08-31","US Open","Hard","R128","101185","101185.0","L","101185","101185.0","n/a"
"100728","1991-09-30","Sydney Indoor","Hard","R32","101948","101948.0","L","101948","101948.0","n/a"
"100728","1991-09-30","Sydney Indoor","Hard","R64","101412","101412.0","W","100728","100728.0","n/a"
"100728","1991-08-12","New Haven","Hard","R64","101792","101792.0","L","101792","101792.0","n/a"
"100728","1991-06-10","Rosmalen","Grass","R16","101500","101500.0","L","101500","101500.0","n/a"
"100744","1991-01-14","Australian Open","Hard","R128","101735","101735.0","L","101735","101735.0","n/a"
"100747","1992-07-06","Gstaad","Clay","R32","101843","101843.0","L","101843","101843.0","n/a"
"100747","1992-02-24","Scottsdale","Hard","R16","100763","100763.0","L","100763","100763.0","n/a"
"100747","1992-02-24","Scottsdale","Hard","R32","102368","102368.0","W","100747","100747.0","n/a"
"100747","1992-02-17","Philadelphia","Carpet","R32","100763","100763.0","L","100763","100763.0","n/a"
"100747","1992-02-17","Philadelphia","Carpet","R64","101362","101362.0","W","100747","100747.0","n/a"
"100747","1992-01-13","Australian Open","Hard","R128","101030","101030.0","L","101030","101030.0","n/a"
"100747","1991-08-26","US Open","Hard","R128","100581","100581.0","L","100581","100581.0","n/a"
"100747","1991-07-15","Washington","Hard","R32","101191","101191.0","L","101191","101191.0","n/a"
"100747","1991-07-15","Washington","Hard","R64","102235","102235.0","W","100747","100747.0","n/a"
"100747","1991-07-08","Newport","Grass","QF","101318","101318.0","L","101318","101318.0","n/a"
"100752","1993-07-05","Gstaad","Clay","R16","101685","101685.0","L","101685","101685.0","n/a"
"100752","1993-07-05","Gstaad","Clay","R32","101611","101611.0","W","100752","100752.0","n/a"
"100752","1993-03-12","Miami Masters","Hard","R32","101529","101529.0","L","101529","101529.0","n/a"
"100752","1993-03-12","Miami Masters","Hard","R64","101601","101601.0","W","100752","100752.0","n/a"
"100752","1992-10-12","Tel Aviv","Hard","R32","100763","100763.0","L","100763","100763.0","n/a"
"100752","1992-08-17","New Haven","Hard","R64","101334","101334.0","L","101334","101334.0","n/a"
"100752","1992-03-13","Miami Masters","Hard","R64","102021","102021.0","L","102021","102021.0","n/a"
"100752","1992-03-13","Miami Masters","Hard","R128","101073","101073.0","W","100752","100752.0","n/a"
"100752","1991-09-09","Brasilia","Carpet","R16","101776","101776.0","L","101776","101776.0","n/a"
"100752","1991-09-09","Brasilia","Carpet","R32","101250","101250.0","W","100752","100752.0","n/a"
"100757","1996-07-08","Bastad","Clay","R32","102192","102192.0","L","102192","102192.0","n/a"
"100757","1996-06-24","Wimbledon","Grass","R128","101681","101681.0","L","101681","101681.0","n/a"
"100757","1996-06-10","Rosmalen","Grass","R32","101191","101191.0","L","101191","101191.0","n/a"
"100757","1996-04-15","Tokyo","Hard","R64","102394","102394.0","L","102394","102394.0","n/a"
"100757","1996-04-08","New Delhi","Hard","R32","102394","102394.0","L","102394","102394.0","n/a"
"100757","1996-03-18","St. Petersburg","Carpet","R16","101320","101320.0","L","101320","101320.0","n/a"
"100757","1996-03-18","St. Petersburg","Carpet","R32","101510","101510.0","W","100757","100757.0","n/a"
"100757","1996-03-11","Copenhagen","Carpet","R32","101806","101806.0","L","101806","101806.0","n/a"
"100757","1996-01-29","Zagreb","Carpet","R32","101441","101441.0","L","101441","101441.0","n/a"
"100757","1995-11-06","Stockholm","Hard","R32","101723","101723.0","L","101723","101723.0","n/a"
"100759","1991-10-07","Berlin","Carpet","R32","101274","101274.0","L","101274","101274.0","n/a"
"100759","1991-08-05","Cincinnati Masters","Hard","R32","102021","102021.0","L","102021","102021.0","n/a"
"100759","1991-08-05","Cincinnati Masters","Hard","R64","101086","101086.0","W","100759","100759.0","n/a"
"100763","1995-03-13","Miami Masters","Hard","R128","101889","101889.0","L","101889","101889.0","n/a"
"100763","1995-02-20","Philadelphia","Carpet","R32","100954","100954.0","L","100954","100954.0","n/a"
"100763","1995-02-13","Memphis","Hard","R32","101381","101381.0","L","101381","101381.0","n/a"
"100763","1995-02-13","Memphis","Hard","R64","101597","101597.0","W","100763","100763.0","n/a"
"100763","1995-02-06","San Jose","Hard","R32","101613","101613.0","L","101613","101613.0","n/a"
"100763","1995-01-16","Australian Open","Hard","R128","102223","102223.0","L","102223","102223.0","n/a"
"100763","1994-11-07","Moscow","Carpet","R32","101965","101965.0","L","101965","101965.0","n/a"
"100763","1994-10-17","Vienna","Carpet","R32","101866","101866.0","L","101866","101866.0","n/a"
"100763","1994-10-10","Tel Aviv","Hard","R32","101767","101767.0","L","101767","101767.0","n/a"
"100763","1994-08-15","New Haven","Hard","R64","102286","102286.0","L","102286","102286.0","n/a"
"100768","1991-06-24","Wimbledon","Grass","R32","101285","101285.0","L","101285","101285.0","n/a"
"100768","1991-06-24","Wimbledon","Grass","R64","101964","101964.0","W","100768","100768.0","n/a"
"100768","1991-06-24","Wimbledon","Grass","R128","101360","101360.0","W","100768","100768.0","n/a"
"100768","1991-04-15","Seoul","Hard","R32","101733","101733.0","L","101733","101733.0","n/a"
"100768","1991-04-01","Hong Kong","Hard","R32","101413","101413.0","L","101413","101413.0","n/a"
"100770","1994-02-28","Copenhagen","Carpet","R16","101249","101249.0","L","101249","101249.0","n/a"
