player_id,player_name,elo,elo_rank,elo_change_10,elo_rank_change_10,atp_rank,atp_points,hard_elo,hard_elo_rank,hard_elo_change_10,hard_elo_rank_change_10,clay_elo,clay_elo_rank,clay_elo_change_10,clay_elo_rank_change_10,grass_elo,grass_elo_rank,grass_elo_change_10,grass_elo_rank_change_10,carpet_elo,carpet_elo_rank,carpet_elo_change_10,carpet_elo_rank_change_10,matches_played,is_active
104360,Adam Chadaj,1502.7714764927964,605.0,,,,,,,,,1502.5713231225234,483.0,,,,,,,,,,,2.0,False
106225,Andrew Whittington,1502.5533258751345,606.0,,,,,1512.044730695299,376.0,,,,,,,1488.0,637.0,,,,,,,5.0,False
210318,Andre Ilagan,1502.460244637979,607.0,,,335.0,153.0,1501.9345102670468,487.0,,,,,,,,,,,,,,,2.0,True
105493,Tomislav Brkic,1502.365340345896,608.0,,,,,1511.5165555753342,387.0,,,,,,,,,,,1488.0,347.0,,,4.0,False
105902,James Duckworth,1502.311508383576,609.0,9.935982488442278,192.0,82.0,722.0,1489.916428802662,731.0,-14.186268082923561,-282.0,1427.7204884315695,1489.0,-49.07475441426209,-685.0,1472.4197947439236,934.0,-32.00879042053475,-651.0,,,,,208.0,True
104312,Andreas Seppi,1502.3093306074884,610.0,-51.71605801229157,-380.0,,,1522.2335559748617,323.0,-77.4209695457605,-196.0,1472.226819239751,1142.0,-64.16994690695287,-947.0,1578.2099225154464,97.0,-1.4020296920434703,-22.0,1453.114765350843,595.0,-31.819279501063875,-234.0,775.0,False
200462,Andrea Guerrieri,1502.189600094384,611.0,,,231.0,251.0,,,,,1497.6753221001516,559.0,,,1503.0287021130218,350.0,,,,,,,4.0,True
126623,Alexander Erler,1502.1615168547514,612.0,,,,,,,,,1500.5873839421772,511.0,,,,,,,,,,,2.0,False
210686,Michael Agwi,1502.1467454966978,613.0,,,699.0,46.0,1480.9676907272717,1039.0,,,1523.641430282528,298.0,,,,,,,,,,,4.0,True
105933,Roberto Quiroz,1502.1252233450955,614.0,0.261417272894505,-168.0,,,1496.0839846904873,568.0,,,1518.658106646253,320.0,,,1485.9043659866315,755.0,,,,,,,16.0,False
213608,Moise Kouame,1502.059710189104,615.0,,,318.0,165.0,1488.0,839.0,,,1510.0868045844506,396.0,,,,,,,,,,,5.0,True
208300,Omni Kumar,1502.022974254922,616.0,,,,,1502.4612448225935,477.0,,,,,,,,,,,,,,,5.0,False
102835,Luke Milligan,1502.0035900315752,617.0,,,,,1487.1435216979553,904.0,,,1494.6483617964855,599.0,,,1487.6422299450644,671.0,,,,,,,9.0,False
103296,Ivaylo Traykov,1501.9208590150363,618.0,,,,,,,,,1499.5616246345671,529.0,,,,,,,,,,,2.0,False
104209,Rainer Eitzinger,1501.8743227990326,619.0,,,,,1494.3707404260986,593.0,,,1497.1019501659166,569.0,,,,,,,,,,,9.0,False
104515,Mathieu Montcourt,1501.760662117092,620.0,-2.1619875237877295,-322.0,,,1470.5133187982312,1200.0,,,1510.572037195191,391.0,-0.7516873152130756,-208.0,,,,,,,,,15.0,False
111190,Zhizhen Zhang,1501.7577062966552,621.0,-26.224432413359864,-265.0,224.0,254.0,1476.6416899772948,1119.0,-3.7442023089497525,-97.0,1536.2717603912274,241.0,-44.551594946356545,-112.0,1503.9432833263625,333.0,40.08100523562007,560.0,,,,,142.0,True
102689,Martin Spottl,1501.5968498118457,622.0,,,,,1493.2162576566911,625.0,,,1508.0465574986645,416.0,,,,,,,,,,,5.0,False
208230,Alibek Kachmazov,1501.5584024617349,623.0,,,764.0,38.0,1492.0596539220085,656.0,,,,,,,,,,,,,,,10.0,True
104235,Matwe Middelkoop,1501.5340590959397,624.0,,,,,1511.0050742249105,395.0,,,,,,,1487.806788068794,659.0,,,,,,,2.0,False
207368,Mert Alkaya,1501.5283659169315,625.0,,,321.0,163.0,,,,,,,,,1500.585649154682,384.0,,,,,,,2.0,True
207799,Matheus Pucinelli De Almeida,1501.516752868414,626.0,,,414.0,116.0,,,,,1500.3654102726405,516.0,,,,,,,,,,,2.0,True
103333,Ivo Karlovic,1501.4897335979272,627.0,-42.433361881532846,-386.0,,,1493.1187190076264,629.0,-26.521575186830205,-355.0,1513.5035021472054,354.0,-43.082652387448434,-205.0,1599.5270610933399,72.0,-66.3167305140853,-44.0,1495.551853425903,228.0,-10.881380305561152,-96.0,692.0,False
111197,Jonathan Mridha,1501.4712130112941,628.0,,,1318.0,7.0,1500.3797580806618,503.0,,,,,,,,,,,,,,,2.0,True
103032,Francisco Fogues,1501.3866241729754,629.0,,,,,,,,,1503.7423092081365,463.0,,,,,,,,,,,3.0,False
102484,Massimo Calvelli,1501.334486973926,630.0,,,,,,,,,1500.9089015257064,506.0,,,,,,,,,,,2.0,False
210202,Rodrigo Pacheco Mendez,1501.298805461777,631.0,33.33239866956137,721.0,257.0,212.0,1474.6153106113381,1152.0,3.897388856319367,-69.0,1512.0,373.0,,,,,,,,,,,14.0,True
102968,Jonathan Erlich,1501.094376175771,632.0,-10.913326574226858,-513.0,,,1505.9182041432923,449.0,,,,,,,1486.3285096878797,739.0,,,,,,,11.0,False
102985,Gustavo Marcaccio,1501.089922562345,633.0,,,,,1487.9488409609066,843.0,,,1512.688673719252,367.0,,,,,,,,,,,5.0,False
103280,Martin Verkerk,1501.054088307896,634.0,-119.65625671014504,-541.0,,,1476.7333071070602,1111.0,-53.199753394321306,-974.0,1544.350253674697,214.0,-109.88715905625395,-177.0,1474.5617826565692,914.0,,,1573.230408591805,48.0,88.16072554103471,275.0,121.0,False
117353,Duck Hee Lee,1501.040883883475,635.0,,,882.0,27.0,1496.6728562677667,561.0,,,,,,,,,,,,,,,3.0,True
207491,Sandro Kopp,1501.0254388895996,636.0,,,332.0,154.0,,,,,1499.7846934095246,528.0,,,,,,,,,,,2.0,True
104527,Stan Wawrinka,1501.018032413876,637.0,-45.41244278633985,-371.0,113.0,553.0,1572.7610479876337,172.0,31.01003893243842,78.0,1511.8431347776675,375.0,-74.79354544105763,-261.0,1559.3119379554587,123.0,-26.780565322832672,-52.0,1507.1063252084682,153.0,42.8257295345104,328.0,939.0,True
