player_id,surface,matches,wins,losses,win_rate,surface_elo,surface_elo_rank
101195,Clay,16,3,13,0.1875,1421.7623327384997,1503.0
101196,Hard,92,48,44,0.5217,1463.3140424412038,1291.0
101196,Grass,29,17,12,0.5862,1556.413166747076,129.0
101196,Carpet,23,12,11,0.5217,1531.97247239332,92.0
101196,Clay,19,7,12,0.3684,1460.275554208692,1282.0
101205,Hard,49,20,29,0.4082,1419.6212883413186,1609.0
101205,Carpet,13,5,8,0.3846,1476.1218523087111,478.0
101205,Grass,10,5,5,0.5,1495.7133992806384,445.0
101205,Clay,1,0,1,0.0,1489.9279442623483,697.0
101214,Hard,81,30,51,0.3704,1455.4628704793133,1390.0
101214,Clay,67,33,34,0.4925,1495.8237041530854,586.0
101214,Grass,35,20,15,0.5714,1549.8286116716579,143.0
101214,Carpet,12,5,7,0.4167,1470.0125515894363,521.0
101216,Clay,1,0,1,0.0,1488.0,792.0
101222,Hard,203,152,51,0.7488,1704.7270643940087,41.0
101222,Carpet,88,61,27,0.6932,1684.5561434229046,11.0
101222,Clay,86,61,25,0.7093,1710.4408764447764,27.0
101222,Grass,46,35,11,0.7609,1661.0199515068966,35.0
101224,Hard,25,5,20,0.2,1370.9350576885101,1681.0
101224,Carpet,8,4,4,0.5,1500.4006133501678,191.0
101224,Grass,5,1,4,0.2,1465.7621300689416,1013.0
101224,Clay,2,0,2,0.0,1481.2834241256544,989.0
101226,Hard,18,8,10,0.4444,1493.1109603669938,630.0
101226,Clay,3,1,2,0.3333,1488.7518938957858,745.0
101226,Carpet,1,0,1,0.0,1489.3993086073897,287.0
101230,Clay,123,68,55,0.5528,1534.699402614839,249.0
101230,Hard,114,58,56,0.5088,1486.0575007443238,946.0
101230,Carpet,54,25,29,0.463,1478.5705880510952,450.0
101230,Grass,9,1,8,0.1111,1428.7233223513545,1189.0
101232,Hard,9,2,7,0.2222,1447.874116051358,1454.0
101232,Clay,6,2,4,0.3333,1484.5138078464283,929.0
101232,Carpet,5,2,3,0.4,1492.272084012197,247.0
101232,Grass,4,0,4,0.0,1457.2801906051268,1072.0
101233,Hard,57,24,33,0.4211,1458.0379915302797,1355.0
101233,Carpet,30,11,19,0.3667,1458.7641801747502,569.0
101233,Grass,19,10,9,0.5263,1513.970160008036,262.0
101233,Clay,6,0,6,0.0,1437.7335485572482,1441.0
101234,Hard,48,19,29,0.3958,1441.6291724137554,1497.0
101234,Carpet,41,19,22,0.4634,1515.6389349357319,124.0
101234,Grass,19,8,11,0.4211,1468.2357196788623,977.0
101234,Clay,18,4,14,0.2222,1427.1725616132164,1491.0
101235,Hard,168,88,80,0.5238,1544.7696502554486,247.0
101235,Clay,96,41,55,0.4271,1464.296377171952,1240.0
101235,Carpet,90,47,43,0.5222,1525.5245701091117,105.0
101235,Grass,46,24,22,0.5217,1545.9038707597117,147.0
101237,Hard,27,9,18,0.3333,1422.362405858756,1597.0
101237,Carpet,5,3,2,0.6,1510.779789350305,142.0
101237,Clay,2,0,2,0.0,1477.7951168897637,1050.0
101237,Grass,2,0,2,0.0,1476.8660484465745,861.0
101238,Clay,8,1,7,0.125,1433.5406410174567,1470.0
101238,Hard,1,0,1,0.0,1490.0218525909359,724.0
101242,Hard,15,1,14,0.0667,1381.1207147491484,1678.0
101242,Clay,3,1,2,0.3333,1488.8017335405657,743.0
101242,Grass,3,1,2,0.3333,1487.185691787672,710.0
101242,Carpet,2,0,2,0.0,1476.0143094285309,480.0
101243,Clay,49,14,35,0.2857,1357.5268390777412,1560.0
101243,Hard,7,1,6,0.1429,1445.6416284790305,1472.0
101243,Grass,2,0,2,0.0,1480.7055095065643,803.0
101243,Carpet,1,0,1,0.0,1487.186627862611,383.0
101244,Clay,1,0,1,0.0,1494.424989786801,604.0
101248,Hard,2,0,2,0.0,1478.5675826441504,1075.0
101249,Carpet,74,39,35,0.527,1491.5278136828106,255.0
101249,Hard,61,17,44,0.2787,1381.4070066312213,1676.0
101249,Clay,43,14,29,0.3256,1441.5597580637707,1420.0
101249,Grass,36,17,19,0.4722,1469.572254350784,957.0
101250,Hard,2,1,1,0.5,1500.4754561980355,501.0
101250,Carpet,1,0,1,0.0,1487.668278238591,361.0
101251,Clay,2,1,1,0.5,1502.3898149121028,487.0
101251,Carpet,2,1,1,0.5,1500.8362749984428,185.0
101256,Hard,9,1,8,0.1111,1423.365908956635,1592.0
101256,Grass,6,3,3,0.5,1503.5304656286605,342.0
101256,Carpet,1,0,1,0.0,1488.0,327.0
101262,Carpet,1,0,1,0.0,1487.2421621131102,380.0
101262,Hard,1,0,1,0.0,1487.5774674931267,871.0
