player_id,player_name,country,is_active,atp_rank,atp_points,overall_elo,elo_rank,best_surface,matches,last_10_record,last_30_record
104360,Adam Chadaj,POL,False,,,1502.7714764927964,605.0,Clay,2.0,1-1,1-1
106225,Andrew Whittington,AUS,False,,,1502.5533258751345,606.0,Hard,5.0,2-3,2-3
105493,Tomislav Brkic,BIH,False,,,1502.365340345896,608.0,Hard,4.0,2-2,2-2
104312,Andreas Seppi,ITA,False,,,1502.3093306074884,610.0,Grass,775.0,2-8,10-20
126623,Alexander Erler,AUT,False,,,1502.1615168547514,612.0,Clay,2.0,1-1,1-1
105933,Roberto Quiroz,ECU,False,,,1502.1252233450955,614.0,Clay,16.0,4-6,7-9
208300,Omni Kumar,USA,False,,,1502.022974254922,616.0,Hard,5.0,2-3,2-3
102835,Luke Milligan,GBR,False,,,1502.0035900315752,617.0,Clay,9.0,3-6,3-6
103296,Ivaylo Traykov,BUL,False,,,1501.9208590150363,618.0,Clay,2.0,1-1,1-1
104209,Rainer Eitzinger,AUT,False,,,1501.8743227990326,619.0,Clay,9.0,3-6,3-6
104515,Mathieu Montcourt,FRA,False,,,1501.760662117092,620.0,Clay,15.0,3-7,5-10
102689,Martin Spottl,AUT,False,,,1501.5968498118457,622.0,Clay,5.0,2-3,2-3
104235,Matwe Middelkoop,NED,False,,,1501.5340590959397,624.0,Hard,2.0,1-1,1-1
103333,Ivo Karlovic,CRO,False,,,1501.4897335979272,627.0,Grass,692.0,2-8,9-21
103032,Francisco Fogues,ESP,False,,,1501.3866241729754,629.0,Clay,3.0,1-2,1-2
102484,Massimo Calvelli,ITA,False,,,1501.334486973926,630.0,Clay,2.0,1-1,1-1
102968,Jonathan Erlich,ISR,False,,,1501.094376175771,632.0,Hard,11.0,4-6,5-6
102985,Gustavo Marcaccio,ARG,False,,,1501.089922562345,633.0,Clay,5.0,2-3,2-3
103280,Martin Verkerk,NED,False,,,1501.054088307896,634.0,Carpet,121.0,0-10,9-21
100923,Wally Masur,AUS,False,,,1500.9974382449993,638.0,Grass,196.0,2-8,11-19
126190,Nicolas Alvarez,PER,False,,,1500.9685345102143,639.0,Hard,4.0,2-2,2-2
103250,Rodolphe Cadart,FRA,False,,,1500.9269388812145,640.0,Hard,8.0,3-5,3-5
103252,Alberto Martin,ESP,False,,,1500.7831506033585,643.0,Clay,479.0,5-5,11-19
105181,Miljan Zekic,SRB,False,,,1500.7788695115314,644.0,Clay,3.0,1-2,1-2
105404,Michael Mcclune,USA,False,,,1500.7706186572177,645.0,Hard,3.0,1-2,1-2
101279,Philippe Pech,FRA,False,,,1500.6480447255415,647.0,Grass,5.0,2-3,2-3
105790,Yong Kyu Lim,KOR,False,,,1500.5801678695839,648.0,Grass,2.0,1-1,1-1
104281,Ryler Deheart,USA,False,,,1500.194388389592,650.0,Hard,4.0,1-3,1-3
104857,Robert Farah,COL,False,,,1500.1790041742884,651.0,Clay,9.0,3-6,3-6
105047,Tim Puetz,GER,False,,,1500.156340226406,652.0,Grass,3.0,1-2,1-2
101711,Alex Obrien,USA,False,,,1500.065289510467,653.0,Grass,214.0,3-7,10-20
105269,Marcelo Demoliner,BRA,False,,,1499.9989815532879,654.0,Hard,2.0,1-1,1-1
102117,Eduardo Nicolas,ESP,False,,,1499.8253872073446,655.0,Clay,7.0,3-4,3-4
120424,Yannick Maden,GER,False,,,1499.772328935525,657.0,Clay,26.0,3-7,9-17
100676,Yannick Noah,FRA,False,,,1499.725550083894,659.0,Clay,18.0,3-7,8-10
120401,Tucker Vorster,RSA,False,,,1499.717307680462,661.0,Clay,2.0,1-1,1-1
104433,Frank Dancevic,CAN,False,,,1499.5915463020606,663.0,Grass,146.0,6-4,10-20
101720,Agustin Garizzio,ARG,False,,,1499.5261201644093,664.0,Clay,2.0,1-1,1-1
102519,Marcio Carlsson,BRA,False,,,1499.3861972201532,665.0,Clay,13.0,3-7,5-8
102738,Stefano Tarallo,ITA,False,,,1499.2690344901519,668.0,Clay,2.0,1-1,1-1
101278,Scott Melville,USA,False,,,1499.2373305541014,669.0,Hard,2.0,1-1,1-1
134472,Antoine Bellier,SUI,False,,,1499.1811510652576,670.0,Grass,12.0,4-6,4-8
102252,Ignacio Truyol,ESP,False,,,1499.0420493190702,673.0,Clay,10.0,4-6,4-6
103063,Sebastien De Chaunac,FRA,False,,,1499.0058989465222,674.0,Hard,32.0,5-5,10-20
101516,Joao Zwetsch,BRA,False,,,1498.8361430959396,677.0,Carpet,2.0,1-1,1-1
100949,Mauro Menezes,BRA,False,,,1498.7264475660227,680.0,Carpet,2.0,1-1,1-1
105905,Danilo Petrovic,SRB,False,,,1498.697509053753,681.0,Clay,5.0,2-3,2-3
101630,Clement Ngoran,CIV,False,,,1498.6631173496633,683.0,Hard,2.0,1-1,1-1
101270,Thomas Gollwitzer,GER,False,,,1498.647599609672,684.0,Carpet,12.0,4-6,5-7
102624,Andrew Painter,AUS,False,,,1498.6094555773518,688.0,Grass,1.0,0-1,0-1
101370,Paolo Pambianco,ITA,False,,,1498.5776928099826,689.0,Clay,4.0,2-2,2-2
108739,Wilfredo Gonzalez,GUA,False,,,1498.5667528907682,690.0,Hard,4.0,2-2,2-2
102939,Jean Baptiste Perlant,FRA,False,,,1498.5597858809283,691.0,Hard,6.0,2-4,2-4
103242,Juan Giner,ESP,False,,,1498.51397549337,693.0,Clay,5.0,2-3,2-3
105472,Nils Langer,GER,False,,,1498.5134923907146,694.0,Clay,3.0,1-2,1-2
106252,Joao Pedro Sorgi,BRA,False,,,1498.4949729349444,695.0,Hard,2.0,1-1,1-1
104173,Sam Warburg,USA,False,,,1498.0302818680252,699.0,Grass,15.0,3-7,5-10
104217,Simon Stadler,GER,False,,,1497.806660202319,704.0,Grass,15.0,4-6,5-10
100607,Eduardo Bengoechea,ARG,False,,,1497.5784469449327,705.0,Clay,6.0,3-3,3-3
105376,Peter Gojowczyk,GER,False,,,1497.4886107600005,706.0,Grass,172.0,2-8,9-21
104589,Chris Guccione,AUS,False,,,1497.4450340270223,707.0,Hard,95.0,2-8,9-21
104661,Pierre Ludovic Duclos,CAN,False,,,1497.4136400523776,708.0,Hard,4.0,1-3,1-3
102169,Michael Joyce,USA,False,,,1497.3827576435617,709.0,Hard,107.0,4-6,9-21
100917,Nelson Aerts,BRA,False,,,1497.3585922421494,710.0,Carpet,2.0,1-1,1-1
104579,Romain Jouan,FRA,False,,,1497.3541934466416,711.0,Clay,5.0,1-4,1-4
103646,Lars Uebel,GER,False,,,1497.337864722183,712.0,Grass,1.0,0-1,0-1
101864,Fernon Wibier,NED,False,,,1497.0360214869822,713.0,Carpet,37.0,4-6,12-18
101968,Ola Kristiansson,SWE,False,,,1496.9940063359613,714.0,Clay,3.0,1-2,1-2
104919,Leonardo Mayer,ARG,False,,,1496.9939174820317,715.0,Clay,365.0,0-10,11-19
103521,Andrea Stoppini,ITA,False,,,1496.9796458134997,716.0,Hard,11.0,3-7,3-8
106216,Bjorn Fratangelo,USA,False,,,1496.874711031364,717.0,Grass,61.0,3-7,9-21
101003,Ricardo Acioly,BRA,False,,,1496.8739449247284,718.0,Carpet,2.0,1-1,1-1
101958,Pierre Bouteyre,FRA,False,,,1496.6500014652202,720.0,Grass,5.0,2-3,2-3
105651,Daniel Smethurst,GBR,False,,,1496.5069102517189,723.0,Grass,1.0,0-1,0-1
101367,Igor Saric,CRO,False,,,1496.4655359842006,724.0,Clay,1.0,0-1,0-1
101594,Carsten Arriens,GER,False,,,1496.407196709172,725.0,Hard,60.0,3-7,13-17
104559,Teymuraz Gabashvili,RUS,False,,,1496.3425891492386,728.0,Clay,303.0,2-8,9-21
122548,Edan Leshem,ISR,False,,,1496.320472556254,729.0,Clay,9.0,4-5,4-5
104738,Caio Zampieri,BRA,False,,,1496.3162869658586,730.0,Clay,3.0,1-2,1-2
101143,Branislav Stankovic,SVK,False,,,1496.2125441965602,732.0,Clay,6.0,2-4,2-4
104548,Brian Baker,USA,False,,,1496.2123784295154,733.0,Clay,59.0,2-8,8-22
101436,George Cosac,ROU,False,,,1496.1912428164592,734.0,Clay,1.0,0-1,0-1
104869,Sergei Bubka,UKR,False,,,1496.0951147074727,737.0,Hard,17.0,1-9,5-12
134518,Patrick Kaukovalta,FIN,False,,,1496.0734780778414,738.0,Hard,1.0,0-1,0-1
106053,Philip Davydenko,RUS,False,,,1496.0688338811,739.0,Clay,3.0,1-2,1-2
102875,Luke Smith,AUS,False,,,1496.0458838284683,740.0,Hard,7.0,2-5,2-5
104999,Mischa Zverev,GER,False,,,1495.9829749885764,741.0,Grass,328.0,3-7,6-24
126591,Jan Zielinski,POL,False,,,1495.9370981328595,742.0,Hard,1.0,0-1,0-1
104693,Dominic Inglot,GBR,False,,,1495.7904967707298,744.0,Hard,1.0,0-1,0-1
101150,Gianluca Pozzi,ITA,False,,,1495.747345260373,746.0,Grass,362.0,2-8,7-23
101812,Raviv Weidenfeld,ISR,False,,,1495.710111457353,747.0,Hard,5.0,2-3,2-3
101766,Bill Behrens,USA,False,,,1495.2169849704144,749.0,Clay,6.0,2-4,2-4
104122,Carlos Berlocq,ARG,False,,,1495.1530749145568,750.0,Clay,309.0,1-9,8-22
104739,Guillermo Alcaide,ESP,False,,,1495.1190975745533,751.0,Grass,1.0,0-1,0-1
105579,Kittipong Wachiramanowong,THA,False,,,1495.045292249037,752.0,Hard,5.0,2-3,2-3
105216,Yuichi Sugita,JPN,False,,,1495.0212546654936,753.0,Grass,134.0,3-7,8-22
100689,Tim Mayotte,USA,False,,,1494.9861610538703,754.0,Grass,24.0,3-7,11-13
102911,Andrei Stoliarov,RUS,False,,,1494.955237670742,755.0,Hard,90.0,2-8,9-21
101382,Marcelo Filippini,URU,False,,,1494.8493077708738,756.0,Clay,291.0,1-9,9-21
102533,Jens Knippschild,GER,False,,,1494.7830201660606,758.0,Grass,113.0,3-7,9-21
202197,Carlos Gimeno Valero,ESP,False,,,1494.776235673616,759.0,Clay,1.0,0-1,0-1
102030,Andrew Foster,GBR,False,,,1494.769857949084,760.0,Grass,10.0,4-6,4-6
101904,Chris Haggard,RSA,False,,,1494.7486721146802,761.0,Grass,3.0,1-2,1-2
126152,Ryan Shane,USA,False,,,1494.5684458550684,763.0,Hard,1.0,0-1,0-1
103460,Konstantin Don Gruber,AUT,False,,,1494.5381779977456,764.0,Hard,1.0,0-1,0-1
200589,Sam Riffice,USA,False,,,1494.5066334005003,765.0,Hard,1.0,0-1,0-1
102864,Frank Moser,GER,False,,,1494.5026487262396,766.0,Grass,1.0,0-1,0-1
104467,Lamine Ouahab,ALG,False,,,1494.4027139334246,768.0,Clay,16.0,5-5,6-10
101721,Markus Zillner,GER,False,,,1494.3831300354063,769.0,Clay,10.0,4-6,4-6
109686,Riccardo Bonadio,ITA,False,,,1494.3582410270465,770.0,Clay,3.0,1-2,1-2
102789,Jay Gooding,AUS,False,,,1494.3405122092702,772.0,Hard,1.0,0-1,0-1
105072,Sanam Singh,IND,False,,,1494.3124045915674,773.0,Hard,1.0,0-1,0-1
105591,Matt Reid,AUS,False,,,1494.3029148361948,774.0,Grass,1.0,0-1,0-1
104158,Andrew Anderson,RSA,False,,,1494.3019262584112,775.0,Hard,1.0,0-1,0-1
102235,Tommy Ho,USA,False,,,1494.241025530255,776.0,Carpet,82.0,4-6,12-18
101412,Shuzo Matsuoka,JPN,False,,,1494.1067636566356,777.0,Grass,185.0,2-8,10-20
102751,Todd Perry,AUS,False,,,1494.1027640283758,778.0,Hard,1.0,0-1,0-1
145001,Evan Furness,FRA,False,,,1494.0598234498264,780.0,Hard,1.0,0-1,0-1
102978,Zbynek Mlynarik,AUT,False,,,1494.0351044903643,781.0,Hard,1.0,0-1,0-1
103068,Chemseddine Belal,MAR,False,,,1494.0100854120687,783.0,Clay,1.0,0-1,0-1
106764,Christopher Koderisch,GER,False,,,1493.8456431530885,785.0,Grass,1.0,0-1,0-1
103718,David Martin,USA,False,,,1493.8163492430456,786.0,Hard,1.0,0-1,0-1
102466,Jan Kroslak,SVK,False,,,1493.815547188028,787.0,Hard,151.0,4-6,12-18
102491,Alex Radulescu,GER,False,,,1493.763570602232,789.0,Grass,91.0,0-10,10-20
102571,Gregory Carraz,FRA,False,,,1493.720467719235,790.0,Carpet,87.0,2-8,6-24
104967,Alexander Sadecky,SUI,False,,,1493.71741430016,791.0,Clay,3.0,1-2,1-2
103747,Dominik Meffert,GER,False,,,1493.686103095998,792.0,Hard,13.0,3-7,5-8
100763,Brad Gilbert,USA,False,,,1493.5515227625483,793.0,Hard,202.0,1-9,10-20
103353,Ingo Neumuller,AUT,False,,,1493.475059879173,794.0,Clay,1.0,0-1,0-1
200265,Ulises Blanch,USA,False,,,1493.4736864254487,795.0,Hard,1.0,0-1,0-1
103626,Tomas Tenconi,ITA,False,,,1493.347920254158,800.0,Clay,3.0,1-2,1-2
106031,Raymond Sarmiento,USA,False,,,1493.31842699179,802.0,Hard,1.0,0-1,0-1
104227,Augustin Gensse,FRA,False,,,1493.2161994782164,803.0,Clay,4.0,1-3,1-3
144946,Rayane Roumane,ALG,False,,,1493.1911925580307,804.0,Hard,1.0,0-1,0-1
102839,Nicolas Lapentti,ECU,False,,,1493.1802721088536,806.0,Hard,548.0,1-9,7-23
102588,Lars Rehmann,GER,False,,,1493.144517061776,808.0,Hard,33.0,2-8,11-19
105930,Daniel Kosakowski,USA,False,,,1493.1395345954124,809.0,Hard,3.0,1-2,1-2
101244,Johan Donar,SWE,False,,,1493.1200400979333,810.0,Clay,1.0,0-1,0-1
105028,Jesse Levine,CAN,False,,,1493.10510812017,811.0,Grass,94.0,2-8,10-20
104465,Martin Emmrich,GER,False,,,1493.0565738961122,814.0,Grass,1.0,0-1,0-1
102187,John Laffnie De Jager,RSA,False,,,1493.0352590598316,815.0,Grass,1.0,0-1,0-1
105336,Nicolas Meister,USA,False,,,1493.0147178210023,816.0,Hard,1.0,0-1,0-1
104665,Pablo Andujar,ESP,False,,,1492.9914547540554,817.0,Clay,399.0,2-8,9-21
104021,Marco Mirnegg,AUT,False,,,1492.9903618897647,818.0,Clay,1.0,0-1,0-1
102395,Ville Liukko,FIN,False,,,1492.985467208382,819.0,Hard,10.0,3-7,3-7
101639,Lan Bale,RSA,False,,,1492.9799487156893,820.0,Hard,5.0,2-3,2-3
100773,Brian Joelson,USA,False,,,1492.9437913284053,821.0,Grass,1.0,0-1,0-1
102998,Jan Michael Gambill,USA,False,,,1492.9413759981603,822.0,Grass,375.0,2-8,12-18
102556,Claude Ngoran,CIV,False,,,1492.7554196714177,825.0,Hard,1.0,0-1,0-1
105573,Henri Kontinen,FIN,False,,,1492.478973436959,826.0,Grass,3.0,1-2,1-2
103198,Justin Bower,RSA,False,,,1492.433564425412,828.0,Hard,4.0,1-3,1-3
105116,Dusan Lojda,CZE,False,,,1492.393755208215,830.0,Hard,1.0,0-1,0-1
102081,Brett Hansen Dent,USA,False,,,1492.3382869747554,832.0,Hard,1.0,0-1,0-1
100768,Nick Brown,GBR,False,,,1492.3196158946614,833.0,Grass,5.0,2-3,2-3
105999,Bowen Ouyang,CHN,False,,,1492.260268136661,834.0,Hard,1.0,0-1,0-1
208028,Francisco Llanes,URU,False,,,1492.222579156184,835.0,Clay,1.0,0-1,0-1
101893,Patrick Mohr,SUI,False,,,1492.1716546174873,836.0,Clay,1.0,0-1,0-1
103133,Olivier Mutis,FRA,False,,,1492.1133429330607,838.0,Clay,64.0,3-7,11-19
102152,Pablo Campana,ECU,False,,,1492.0912004027657,839.0,Hard,6.0,2-4,2-4
103157,Arvind Parmar,GBR,False,,,1492.0587448791903,841.0,Carpet,39.0,3-7,10-20
102226,David Witt,USA,False,,,1491.9261562793567,844.0,Grass,37.0,4-6,13-17
208117,Adam Neff,USA,False,,,1491.8176204800204,846.0,Hard,1.0,0-1,0-1
104516,Arnau Brugues Davi,ESP,False,,,1491.7992298636382,847.0,Hard,4.0,1-3,1-3
101356,Buff Farrow,USA,False,,,1491.7894649516472,848.0,Hard,5.0,2-3,2-3
104618,Devin Mullings,BAH,False,,,1491.7844096497895,849.0,Hard,1.0,0-1,0-1
103699,Fred Hemmes,NED,False,,,1491.7742323475925,850.0,Hard,4.0,1-3,1-3
102614,Victor Sendin,ESP,False,,,1491.579253809921,855.0,Clay,3.0,1-2,1-2
103175,Toshihide Matsui,JPN,False,,,1491.5010199658097,856.0,Hard,2.0,0-2,0-2
102251,Mariano Hood,ARG,False,,,1491.440228456976,858.0,Clay,11.0,3-7,4-7
126533,Alvaro Lopez San Martin,ESP,False,,,1491.42994220464,859.0,Clay,1.0,0-1,0-1
105128,Guillermo Olaso,ESP,False,,,1491.4287970471125,860.0,Clay,6.0,2-4,2-4
102233,Leander Paes,IND,False,,,1491.4281525969716,861.0,Grass,115.0,2-8,9-21
105609,Ilya Belyaev,RUS,False,,,1491.4048189389046,862.0,Hard,1.0,0-1,0-1
105751,Roberto Ortega Olmedo,ESP,False,,,1491.3860699541558,864.0,Clay,1.0,0-1,0-1
144984,Artem Dubrivnyy,RUS,False,,,1491.3258167796607,865.0,Hard,1.0,0-1,0-1
102558,Eric Taino,PHI,False,,,1491.3227241980421,866.0,Hard,27.0,4-6,9-18
144652,William Blumberg,USA,False,,,1491.2973851717582,867.0,Grass,1.0,0-1,0-1
105586,Alexandar Lazov,BUL,False,,,1491.2767405949949,868.0,Hard,1.0,0-1,0-1
105031,Saketh Myneni,IND,False,,,1491.224232756085,869.0,Grass,4.0,1-3,1-3
104211,Roman Valent,SUI,False,,,1491.117464228097,873.0,Hard,1.0,0-1,0-1
110685,G D Jones,NZL,False,,,1491.0432374078482,875.0,Hard,1.0,0-1,0-1
105572,Austin Krajicek,USA,False,,,1490.9912476543375,877.0,Hard,36.0,2-8,10-20
103969,Roman Borvanov,MDA,False,,,1490.9776305214796,878.0,Hard,1.0,0-1,0-1
101860,Mark Draper,AUS,False,,,1490.9636462971234,880.0,Grass,5.0,1-4,1-4
102886,Frantisek Cermak,CZE,False,,,1490.9554751944097,881.0,Clay,23.0,4-6,9-14
101929,Joost Winnink,NED,False,,,1490.9334813938956,883.0,Carpet,22.0,3-7,8-14
104226,Bastian Knittel,GER,False,,,1490.9066872237668,884.0,Clay,5.0,1-4,1-4
102910,Salvador Navarro,ESP,False,,,1490.8877314867723,885.0,Clay,11.0,3-7,4-7
105692,Alessandro Bega,ITA,False,,,1490.770906752876,886.0,Hard,1.0,0-1,0-1
101691,Florian Krumrey,GER,False,,,1490.752988678186,887.0,Clay,3.0,1-2,1-2
101462,Francisco Roig,ESP,False,,,1490.741475206121,888.0,Grass,115.0,5-5,10-20
105163,Gleb Sakharov,FRA,False,,,1490.7377406772819,889.0,Clay,4.0,1-3,1-3
103039,Tripp Phillips,USA,False,,,1490.6860490174936,892.0,Hard,1.0,0-1,0-1
201995,Cayetano March,ECU,False,,,1490.6589153853402,894.0,Hard,1.0,0-1,0-1
105906,Kevin Krawietz,GER,False,,,1490.6246065936095,895.0,Grass,4.0,1-3,1-3
101924,Stefano Pescosolido,ITA,False,,,1490.6079394805681,896.0,Clay,222.0,3-7,8-22
102301,Sebastien Leblanc,CAN,False,,,1490.563636451579,898.0,Hard,4.0,1-3,1-3
101857,Jason Cask,AUS,False,,,1490.5615271673646,899.0,Hard,3.0,1-2,1-2
104195,Simone Vagnozzi,ITA,False,,,1490.4902448015152,900.0,Clay,10.0,3-7,3-7
105053,Santiago Giraldo,COL,False,,,1490.4657038422176,901.0,Clay,337.0,3-7,11-19
102623,Thomas Larsen,DEN,False,,,1490.4633072108113,902.0,Clay,4.0,1-3,1-3
202378,Ignacio Carou,URU,False,,,1490.4213679458392,904.0,Clay,1.0,0-1,0-1
101080,Lawson Duncan,USA,False,,,1490.4037061855215,906.0,Clay,1.0,0-1,0-1
104113,Carlos Salamanca,COL,False,,,1490.37165827384,907.0,Hard,1.0,0-1,0-1
104034,Dmitry Vlasov,RUS,False,,,1490.3102916527532,910.0,Clay,1.0,0-1,0-1
103358,Nicolas Todero,ARG,False,,,1490.2988285129545,911.0,Clay,1.0,0-1,0-1
105281,Eric Quigley,USA,False,,,1490.2420369503209,913.0,Hard,1.0,0-1,0-1
101600,Daniel Courcol,FRA,False,,,1490.2055334782256,914.0,Grass,6.0,2-4,2-4
104149,Adrian Cruciat,ROU,False,,,1490.1930731142777,915.0,Clay,3.0,1-2,1-2
200279,Osgar Ohoisin,IRL,False,,,1490.1871855408808,916.0,Hard,1.0,0-1,0-1
103339,Wesley Whitehouse,RSA,False,,,1490.141782480218,917.0,Grass,11.0,4-6,4-7
144807,Kenneth Raisma,EST,False,,,1490.030709035465,919.0,Hard,1.0,0-1,0-1
105529,Carlos Gomez Herrera,ESP,False,,,1489.9290488213244,921.0,Clay,1.0,0-1,0-1
101250,Jose Daher,BRA,False,,,1489.9114451703015,922.0,Hard,3.0,1-2,1-2
102042,Brandon Coupe,USA,False,,,1489.8442114940779,924.0,Hard,1.0,0-1,0-1
109699,Julian Lenz,GER,False,,,1489.7823332379778,926.0,Clay,2.0,0-2,0-2
110778,Joao Menezes,BRA,False,,,1489.7114220737083,928.0,Clay,1.0,0-1,0-1
104476,Louk Sorensen,IRL,False,,,1489.6922726032533,929.0,Clay,6.0,2-4,2-4
200307,Tao Mu,CHN,False,,,1489.5929524067685,930.0,Hard,1.0,0-1,0-1
209936,Lorenzo Claverie,ITA,False,,,1489.5910126819567,931.0,Hard,1.0,0-1,0-1
122471,Danylo Kalenichenko,UKR,False,,,1489.5833678243805,932.0,Hard,1.0,0-1,0-1
105100,Edward Corrie,GBR,False,,,1489.5576643231554,933.0,Grass,1.0,0-1,0-1
103841,Julio Peralta,CHI,False,,,1489.508044529745,934.0,Clay,1.0,0-1,0-1
105596,Jan Satral,CZE,False,,,1489.4665170972612,936.0,Clay,5.0,1-4,1-4
213130,Mark Ceban,GBR,False,,,1489.4437372313932,937.0,Grass,1.0,0-1,0-1
101536,Murphy Jensen,USA,False,,,1489.3980176267771,938.0,Clay,1.0,0-1,0-1
103690,Marcin Matkowski,POL,False,,,1489.3313574918407,940.0,Clay,1.0,0-1,0-1
104355,Lester Cook,USA,False,,,1489.3149223950034,941.0,Hard,1.0,0-1,0-1
102664,Petr Pala,CZE,False,,,1489.298234204775,943.0,Clay,1.0,0-1,0-1
213984,Goncalo Da Rosa Castro,POR,False,,,1489.2791872765745,944.0,Clay,1.0,0-1,0-1
105080,Miloslav Mecir Jr,SVK,False,,,1489.262537690096,945.0,Hard,4.0,1-3,1-3
102945,Luke Bourgeois,AUS,False,,,1489.253688524883,946.0,Hard,2.0,0-2,0-2
200336,Trent Bryde,USA,False,,,1489.2408692569463,947.0,Hard,1.0,0-1,0-1
104470,Komlavi Loglo,TOG,False,,,1489.2391969558425,948.0,Hard,1.0,0-1,0-1
105954,Peter Nagy,HUN,False,,,1489.2288781891814,949.0,Clay,3.0,1-2,1-2
100936,Henri Leconte,FRA,False,,,1489.2280963900498,950.0,Carpet,120.0,1-9,8-22
102397,Jose Imaz Ruiz,ESP,False,,,1489.212945224771,951.0,Clay,9.0,3-6,3-6
101309,Jay Berger,USA,False,,,1489.1990684843597,955.0,Hard,5.0,2-3,2-3
103560,Kj Hippensteel,USA,False,,,1489.182491221469,956.0,Hard,4.0,1-3,1-3
103958,Philip Gubenco,CAN,False,,,1489.181976450436,957.0,Hard,1.0,0-1,0-1
101035,Menno Oosting,NED,False,,,1489.0649830579302,958.0,Clay,3.0,1-2,1-2
103381,Andy Fahlke,GER,False,,,1489.0404631587737,960.0,Clay,1.0,0-1,0-1
111156,Nathan Pasha,USA,False,,,1488.9993860644659,961.0,Hard,1.0,0-1,0-1
103762,John Paul Fruttero,USA,False,,,1488.9380897977135,962.0,Hard,1.0,0-1,0-1
102929,Ryan Wolters,USA,False,,,1488.876438857858,964.0,Hard,1.0,0-1,0-1
101512,Trevor Kronemann,USA,False,,,1488.822041091044,966.0,Grass,1.0,0-1,0-1
101629,Matt Lucena,USA,False,,,1488.7872709817548,967.0,Clay,1.0,0-1,0-1
104822,N Vijay Sundar Prashanth,IND,False,,,1488.7747459911973,968.0,Hard,1.0,0-1,0-1
103623,Jacob Adaktusson,SWE,False,,,1488.7512839615642,970.0,Hard,1.0,0-1,0-1
103711,Jaroslav Levinsky,CZE,False,,,1488.747299076995,972.0,Clay,1.0,0-1,0-1
101317,John Sullivan,USA,False,,,1488.738459697028,974.0,Hard,3.0,1-2,1-2
101565,Marius Barnard,RSA,False,,,1488.719147064146,975.0,Hard,2.0,0-2,0-2
102869,Galo Blanco,ESP,False,,,1488.6919719832647,977.0,Clay,292.0,2-8,9-21
122533,Nam Hoang Ly,VIE,False,,,1488.6731472609883,978.0,Hard,3.0,1-2,1-2
102578,Fredrik Bergh,SWE,False,,,1488.652089580934,979.0,Carpet,2.0,0-2,0-2
103525,Ivan Miranda,PER,False,,,1488.6440148658528,980.0,Grass,20.0,3-7,7-13
102959,Marko Tkalec,SLO,False,,,1488.6380041696311,981.0,Clay,1.0,0-1,0-1
103052,Mariano Delfino,ARG,False,,,1488.6298899450917,982.0,Clay,1.0,0-1,0-1
104797,Denis Istomin,UZB,False,,,1488.5978106633386,984.0,Grass,450.0,2-8,6-24
101369,Bent Ove Pedersen,NOR,False,,,1488.5946967263321,985.0,Hard,1.0,0-1,0-1
101366,David Macpherson,AUS,False,,,1488.5669593951143,986.0,Hard,1.0,0-1,0-1
104486,Horia Tecau,ROU,False,,,1488.4979573616133,988.0,Hard,1.0,0-1,0-1
125842,Adam Moundir,MAR,False,,,1488.4308789516274,991.0,Clay,1.0,0-1,0-1
104646,Purav Raja,IND,False,,,1488.3541335910584,994.0,Hard,1.0,0-1,0-1
105783,Chase Buchanan,USA,False,,,1488.3496504324387,995.0,Hard,2.0,0-2,0-2
102143,Nicolas Thomann,FRA,False,,,1488.3419585623526,996.0,Hard,39.0,2-8,11-19
102967,Marc Gicquel,FRA,False,,,1488.336989995306,997.0,Carpet,204.0,2-8,7-23
126204,Gerardo Lopez Villasenor,MEX,False,,,1488.311778826424,999.0,Clay,8.0,3-5,3-5
101588,Jason Netter,USA,False,,,1488.2363357874806,1002.0,Hard,1.0,0-1,0-1
108701,Juan Sebastian Cabal,COL,False,,,1488.23048813307,1003.0,Clay,1.0,0-1,0-1
101802,Ramayah Ramachandran,MAS,False,,,1488.175187385883,1006.0,Hard,1.0,0-1,0-1
104488,Armin Sandbichler,AUT,False,,,1488.1357986621142,1008.0,Clay,1.0,0-1,0-1
103363,Diego Ayala,USA,False,,,1488.1206794405587,1009.0,Hard,1.0,0-1,0-1
131866,Hendrik Jebens,GER,False,,,1488.1200865784244,1010.0,Clay,1.0,0-1,0-1
104760,Scott Oudsema,USA,False,,,1488.118102885312,1011.0,Hard,5.0,1-4,1-4
105026,Takuto Niki,JPN,False,,,1488.069373902096,1013.0,Hard,1.0,0-1,0-1
105781,Andrei Vasilevski,BLR,False,,,1488.0540701299687,1015.0,Hard,1.0,0-1,0-1
103921,Sonchat Ratiwatana,THA,False,,,1488.0406485349467,1016.0,Hard,1.0,0-1,0-1
105502,N Sriram Balaji,IND,False,,,1488.0267149664692,1017.0,Clay,1.0,0-1,0-1
104295,Raphael Durek,AUS,False,,,1488.0226796020129,1018.0,Hard,1.0,0-1,0-1
103964,Tobias Klein,GER,False,,,1488.013724261821,1021.0,Grass,1.0,0-1,0-1
106321,Xin Gao,CHN,False,,,1488.0104922027238,1022.0,Hard,1.0,0-1,0-1
101632,Per Henricsson,SWE,False,,,1488.001753557789,1023.0,Carpet,1.0,0-1,0-1
101874,Ciprian Petre Porumb,ROU,False,,,1488.000578327288,1024.0,Clay,1.0,0-1,0-1
100587,Steve Guy,NZL,False,,,1488.0,1025.0,Hard,1.0,0-1,0-1
