"accuracy","precision","recall","f1","roc_auc","model","n_train","n_test"
"0.8457008244994111","0.8511627906976744","0.8452655889145496","0.8482039397450754","0.9209228992716292","xgboost","98022","1698"
"0.8392226148409894","0.8467836257309942","0.836027713625866","0.8413712957582801","0.9179819350683956","xgboost_calibrated_sigmoid","98022","1698"
