"ranking_date","player_id","player_name","atp_rank","atp_points","atp_points_change","atp_rank_change","country","age"
"2026-04-06","207989","Carlos Alcaraz","1","13590","0.0","0.0","ESP","22"
"2026-04-06","206173","Jannik Sinner","2","12400","0.0","0.0","ITA","24"
"2026-04-06","100644","Alexander Zverev","3","5205","0.0","0.0","GER","28"
"2026-04-06","104925","Novak Djokovic","4","4720","0.0","0.0","SRB","38"
"2026-04-06","207518","Lorenzo Musetti","5","4265","0.0","0.0","ITA","24"
"2026-04-06","200282","Alex De Minaur","6","4095","0.0","0.0","AUS","27"
"2026-04-06","","Felix Auger-Aliassime","7","4000","0.0","0.0","",""
"2026-04-06","210097","Ben Shelton","8","3900","40.0","1.0","USA","23"
"2026-04-06","126203","Taylor Fritz","9","3870","0.0","-1.0","USA","28"
"2026-04-06","106421","Daniil Medvedev","10","3610","0.0","0.0","RUS","30"
"2026-04-06","122330","Alexander Bublik","11","3345","0.0","0.0","KAZ","28"
"2026-04-06","134770","Casper Ruud","12","2625","0.0","0.0","NOR","27"
"2026-04-06","208103","Jiri Lehecka","13","2490","0.0","1.0","CZE","24"
"2026-04-06","111575","Karen Khachanov","14","2410","0.0","1.0","RUS","29"
"2026-04-06","126094","Andrey Rublev","15","2400","0.0","1.0","RUS","28"
"2026-04-06","207925","Flavio Cobolli","16","2320","-200.0","-3.0","ITA","23"
"2026-04-06","200221","Alejandro Davidovich Fokina","17","2220","0.0","0.0","ESP","26"
"2026-04-06","126205","Tommy Paul","18","2065","150.0","3.0","USA","28"
"2026-04-06","202103","Francisco Cerundolo","19","2020","0.0","1.0","ARG","27"
"2026-04-06","126207","Frances Tiafoe","20","2005","-65.0","-2.0","USA","28"
"2026-04-06","209260","Luciano Darderi","21","1920","-130.0","-2.0","ITA","24"
"2026-04-06","210530","Learner Tien","22","1885","40.0","0.0","USA","20"
"2026-04-06","200473","Valentin Vacherot","23","1818","-13.0","0.0","MON","27"
"2026-04-06","111815","Cameron Norrie","24","1753","0.0","0.0","GBR","30"
"2026-04-06","207733","Jack Draper","25","1710","0.0","0.0","GBR","24"
"2026-04-06","210084","Jakub Mensik","26","1700","0.0","0.0","CZE","20"
"2026-04-06","126239","Arthur Rinderknech","27","1651","0.0","0.0","FRA","30"
"2026-04-06","209950","Arthur Fils","28","1640","0.0","0.0","FRA","21"
"2026-04-06","208029","Holger Rune","29","1630","0.0","0.0","DEN","22"
"2026-04-06","144869","Tomas Martin Etcheverry","30","1540","40.0","1.0","ARG","26"
