"ranking_date","player_id","player_name","atp_rank","atp_points","atp_points_change","atp_rank_change","country","age"
"2026-05-04","206173","Jannik Sinner","1","14350","1000.0","0.0","ITA","24"
"2026-05-04","207989","Carlos Alcaraz","2","12960","0.0","0.0","ESP","22"
"2026-05-04","100644","Alexander Zverev","3","5805","550.0","0.0","GER","29"
"2026-05-04","104925","Novak Djokovic","4","4700","-10.0","0.0","SRB","38"
"2026-05-04","","Felix Auger-Aliassime","5","4050","-50.0","0.0","",""
"2026-05-04","210097","Ben Shelton","6","4030","-40.0","0.0","USA","23"
"2026-05-04","126203","Taylor Fritz","7","3770","-100.0","0.0","USA","28"
"2026-05-04","200282","Alex De Minaur","8","3755","-90.0","0.0","AUS","27"
"2026-05-04","106421","Daniil Medvedev","9","3460","-100.0","1.0","RUS","30"
"2026-05-04","207518","Lorenzo Musetti","10","3415","-300.0","-1.0","ITA","24"
"2026-05-04","122330","Alexander Bublik","11","3355","-90.0","0.0","KAZ","28"
"2026-05-04","207925","Flavio Cobolli","12","2750","150.0","1.0","ITA","23"
"2026-05-04","208103","Jiri Lehecka","13","2715","175.0","1.0","CZE","24"
"2026-05-04","126094","Andrey Rublev","14","2590","-40.0","-2.0","RUS","28"
"2026-05-04","111575","Karen Khachanov","15","2220","0.0","1.0","RUS","29"
"2026-05-04","200473","Valentin Vacherot","16","2147","-21.0","1.0","MON","27"
"2026-05-04","209950","Arthur Fils","17","2130","390.0","8.0","FRA","21"
"2026-05-04","126205","Tommy Paul","18","1975","-90.0","0.0","USA","28"
"2026-05-04","111815","Cameron Norrie","19","1918","50.0","4.0","GBR","30"
"2026-05-04","209260","Luciano Darderi","20","1890","20.0","2.0","ITA","24"
"2026-05-04","210530","Learner Tien","21","1870","-15.0","0.0","USA","20"
"2026-05-04","126207","Frances Tiafoe","22","1865","-100.0","-3.0","USA","28"
"2026-05-04","200221","Alejandro Davidovich Fokina","23","1820","0.0","1.0","ESP","26"
"2026-05-04","126239","Arthur Rinderknech","24","1736","20.0","2.0","FRA","30"
"2026-05-04","134770","Casper Ruud","25","1735","-800.0","-10.0","NOR","27"
"2026-05-04","144869","Tomas Martin Etcheverry","26","1660","70.0","3.0","ARG","26"
"2026-05-04","202103","Francisco Cerundolo","27","1620","-300.0","-7.0","ARG","27"
"2026-05-04","210084","Jakub Mensik","28","1600","-100.0","-1.0","CZE","20"
"2026-05-04","211663","Joao Fonseca","29","1435","20.0","2.0","BRA","19"
"2026-05-04","144895","Corentin Moutet","30","1413","-20.0","0.0","FRA","27"
"2026-05-04","134868","Tallon Griekspoor","31","1360","20.0","2.0","NED","29"
"2026-05-04","206909","Brandon Nakashima","32","1295","-90.0","0.0","USA","24"
"2026-05-04","200005","Ugo Humbert","33","1280","-40.0","1.0","FRA","27"
"2026-05-04","212588","Rafael Jodar","34","1273","193.0","8.0","ESP","19"
"2026-05-04","126214","Alejandro Tabilo","35","1248","180.0","8.0","CHI","28"
"2026-05-04","210696","Alexander Blockx","36","1200","386.0","33.0","BEL","21"
"2026-05-04","133430","Denis Shapovalov","37","1170","-40.0","-2.0","CAN","27"
"2026-05-04","144719","Jaume Munar","38","1155","20.0","0.0","ESP","28"
"2026-05-04","200267","Zizou Bergs","39","1140","80.0","5.0","BEL","26"
"2026-05-04","208029","Holger Rune","40","1110","-10.0","-1.0","DEN","23"
"2026-05-04","207830","Tomas Machac","41","1100","20.0","0.0","CZE","25"
"2026-05-04","210506","Alex Michelsen","42","1090","-110.0","-5.0","USA","21"
"2026-05-04","200624","Sebastian Korda","43","1050","-50.0","-3.0","USA","25"
"2026-05-04","208363","Mariano Navone","44","1046","-9.0","1.0","ARG","25"
"2026-05-04","105173","Adrian Mannarino","45","1035","10.0","1.0","FRA","37"
"2026-05-04","209113","Gabriel Diallo","46","1000","-200.0","-10.0","CAN","24"
"2026-05-04","105227","Marin Cilic","47","980","30.0","4.0","CRO","37"
"2026-05-04","210319","Ethan Quinn","48","977","0.0","0.0","USA","22"
"2026-05-04","206681","Fabian Marozsan","49","975","20.0","1.0","HUN","26"
"2026-05-04","207733","Jack Draper","50","960","-650.0","-22.0","GBR","24"
"2026-05-04","209279","Terence Atmane","51","958","-25.0","-4.0","FRA","24"
"2026-05-04","132686","Nuno Borges","52","950","-20.0","-3.0","POR","29"
"2026-05-04","128034","Hubert Hurkacz","53","930","85.0","10.0","POL","29"
"2026-05-04","122298","Botic Van De Zandschulp","54","898","-20.0","-2.0","NED","30"
"2026-05-04","200240","Vit Kopriva","55","896","70.0","11.0","CZE","28"
"2026-05-04","208882","Roman Andres Burruchaga","56","885","25.0","3.0","ARG","24"
"2026-05-04","105916","Marton Fucsovics","57","884","-3.0","-3.0","HUN","34"
"2026-05-04","208659","Giovanni Mpetshi Perricard","58","880","-10.0","-5.0","FRA","22"
"2026-05-04","105870","Yannick Hanfmann","59","879","22.0","1.0","GER","34"
"2026-05-04","200615","Alexei Popyrin","60","870","0.0","-4.0","AUS","26"
"2026-05-04","200116","Camilo Ugo Carabelli","61","865","0.0","-4.0","ARG","26"
"2026-05-04","209860","Ignacio Buse","62","863","-1.0","-4.0","PER","22"
"2026-05-04","202385","Jenson Brooksby","63","862","10.0","-2.0","USA","25"
"2026-05-04","127157","Daniel Altmaier","64","860","-20.0","-9.0","GER","27"
"2026-05-04","202104","Sebastian Baez","65","840","0.0","-1.0","ARG","25"
"2026-05-04","132283","Lorenzo Sonego","66","830","-20.0","-4.0","ITA","30"
"2026-05-04","209098","Hamad Medjedovic","67","804","-10.0","1.0","SRB","22"
"2026-05-04","209920","Raphael Collignon","68","802","0.0","3.0","BEL","24"
"2026-05-04","202058","Thiago Agustin Tirante","69","801","36.0","6.0","ARG","25"
"2026-05-04","200175","Miomir Kecmanovic","70","795","-40.0","-5.0","SRB","26"
"2026-05-04","208316","Valentin Royer","71","788","-6.0","1.0","FRA","24"
"2026-05-04","207678","Juan Manuel Cerundolo","72","776","-40.0","-5.0","ARG","24"
"2026-05-04","209070","Arthur Cazaux","73","770","-7.0","0.0","FRA","23"
"2026-05-04","124187","Reilly Opelka","74","768","-35.0","-4.0","USA","28"
"2026-05-04","126774","Stefanos Tsitsipas","75","765","50.0","5.0","GRE","27"
"2026-05-04","111794","Kamil Majchrzak","76","747","-20.0","-2.0","POL","30"
"2026-05-04","106218","Marcos Giron","77","745","-5.0","-1.0","USA","32"
"2026-05-04","105477","Marco Trungelliti","78","743","6.0","-1.0","ARG","36"
"2026-05-04","209976","Dino Prizmic","79","740","70.0","8.0","CRO","20"
"2026-05-04","208233","Mattia Bellucci","80","737","3.0","-2.0","ITA","24"
"2026-05-04","105902","James Duckworth","81","722","0.0","-2.0","AUS","34"
"2026-05-04","124116","Sebastian Ofner","82","711","13.0","1.0","AUT","29"
"2026-05-04","","Jan-Lennard Struff","83","709","0.0","-2.0","",""
"2026-05-04","209226","Adolfo Daniel Vallejo","84","703","63.0","12.0","PAR","22"
"2026-05-04","","Aleksandr Shevchenko","85","698","-6.0","-3.0","",""
"2026-05-04","","Daniel Merida","86","696","64.0","16.0","",""
"2026-05-04","106000","Damir Dzumhur","87","674","-20.0","-3.0","BIH","33"
"2026-05-04","200059","Yibing Wu","88","669","35.0","12.0","CHN","26"
"2026-05-04","200516","Patrick Kypson","89","669","16.0","1.0","USA","26"
"2026-05-04","208260","Zachary Svajda","90","666","0.0","-2.0","USA","23"
"2026-05-04","105807","Pablo Carreno Busta","91","663","17.0","3.0","ESP","34"
"2026-05-04","208118","Eliot Spizzirri","92","660","-14.0","-6.0","USA","24"
"2026-05-04","111460","Quentin Halys","93","653","3.0","-2.0","FRA","29"
"2026-05-04","211776","Martin Landaluce","94","639","5.0","5.0","ESP","20"
"2026-05-04","206499","Aleksandar Kovacevic","95","639","3.0","2.0","USA","27"
"2026-05-04","208014","Rinky Hijikata","96","637","5.0","5.0","AUS","25"
"2026-05-04","209414","Luca Van Assche","97","636","0.0","1.0","FRA","21"
"2026-05-04","105138","Roberto Bautista Agut","98","629","-20.0","-5.0","ESP","38"
