"ranking_date","player_id","player_name","atp_rank","atp_points","atp_points_change","atp_rank_change","country","age"
"2026-01-12","207989","Carlos Alcaraz","1","12050","0.0","0.0","ESP","22"
"2026-01-12","206173","Jannik Sinner","2","11500","0.0","0.0","ITA","24"
"2026-01-12","100644","Alexander Zverev","3","5105","0.0","0.0","GER","28"
"2026-01-12","104925","Novak Djokovic","4","4780","0.0","0.0","SRB","38"
"2026-01-12","207518","Lorenzo Musetti","5","4105","115.0","2.0","ITA","23"
"2026-01-12","200282","Alex De Minaur","6","4080","0.0","0.0","AUS","26"
"2026-01-12","","Felix Auger-Aliassime","7","3990","-200.0","-2.0","",""
"2026-01-12","210097","Ben Shelton","8","3960","0.0","0.0","USA","23"
"2026-01-12","126203","Taylor Fritz","9","3840","0.0","0.0","USA","28"
"2026-01-12","122330","Alexander Bublik","10","3065","220.0","1.0","KAZ","28"
"2026-01-12","207733","Jack Draper","11","2990","0.0","-1.0","GBR","24"
"2026-01-12","106421","Daniil Medvedev","12","2910","200.0","1.0","RUS","29"
"2026-01-12","134770","Casper Ruud","13","2795","45.0","-1.0","NOR","27"
"2026-01-12","126094","Andrey Rublev","14","2600","90.0","2.0","RUS","28"
"2026-01-12","200221","Alejandro Davidovich Fokina","15","2585","0.0","-1.0","ESP","26"
"2026-01-12","208029","Holger Rune","16","2580","0.0","-1.0","DEN","22"
"2026-01-12","111575","Karen Khachanov","17","2320","0.0","0.0","RUS","29"
"2026-01-12","210084","Jakub Mensik","18","2125","-5.0","0.0","CZE","20"
"2026-01-12","208103","Jiri Lehecka","19","2090","15.0","0.0","CZE","24"
"2026-01-12","202103","Francisco Cerundolo","20","2035","0.0","1.0","ARG","27"
"2026-01-12","126205","Tommy Paul","21","2000","-50.0","-1.0","USA","28"
"2026-01-12","207925","Flavio Cobolli","22","1955","0.0","0.0","ITA","23"
"2026-01-12","133430","Denis Shapovalov","23","1650","-15.0","0.0","CAN","26"
"2026-01-12","209260","Luciano Darderi","24","1579","0.0","0.0","ITA","23"
"2026-01-12","134868","Tallon Griekspoor","25","1565","0.0","0.0","NED","29"
"2026-01-12","126239","Arthur Rinderknech","26","1551","24.0","1.0","FRA","30"
"2026-01-12","210530","Learner Tien","27","1540","0.0","-1.0","USA","20"
"2026-01-12","111815","Cameron Norrie","28","1538","15.0","0.0","GBR","30"
"2026-01-12","206909","Brandon Nakashima","29","1535","155.0","4.0","USA","24"
"2026-01-12","211663","Joao Fonseca","30","1510","0.0","-1.0","BRA","19"
"2026-01-12","126207","Frances Tiafoe","31","1500","15.0","-1.0","USA","27"
"2026-01-12","200473","Valentin Vacherot","32","1469","0.0","-1.0","MON","27"
"2026-01-12","126774","Stefanos Tsitsipas","33","1455","75.0","1.0","GRE","27"
"2026-01-12","144895","Corentin Moutet","34","1383","0.0","-2.0","FRA","26"
"2026-01-12","207830","Tomas Machac","35","1360","0.0","0.0","CZE","25"
"2026-01-12","200005","Ugo Humbert","36","1355","0.0","0.0","FRA","27"
"2026-01-12","210506","Alex Michelsen","37","1350","50.0","0.0","USA","21"
"2026-01-12","144719","Jaume Munar","38","1295","0.0","0.0","ESP","28"
"2026-01-12","202104","Sebastian Baez","39","1250","105.0","4.0","ARG","25"
"2026-01-12","132283","Lorenzo Sonego","40","1240","0.0","-1.0","ITA","30"
"2026-01-12","209113","Gabriel Diallo","41","1215","0.0","-1.0","CAN","24"
"2026-01-12","209950","Arthur Fils","42","1210","0.0","-1.0","FRA","21"
"2026-01-12","200267","Zizou Bergs","43","1170","-23.0","-1.0","BEL","26"
"2026-01-12","127157","Daniel Altmaier","44","1123","0.0","0.0","GER","27"
"2026-01-12","105777","Grigor Dimitrov","45","1105","25.0","2.0","BUL","34"
"2026-01-12","132686","Nuno Borges","46","1070","-50.0","-1.0","POR","28"
"2026-01-12","200116","Camilo Ugo Carabelli","47","1028","0.0","1.0","ARG","26"
"2026-01-12","202385","Jenson Brooksby","48","1017","0.0","1.0","USA","25"
"2026-01-12","200615","Alexei Popyrin","49","1000","0.0","1.0","AUS","26"
"2026-01-12","124186","Alexandre Muller","50","980","0.0","2.0","FRA","28"
"2026-01-12","200624","Sebastian Korda","51","975","-115.0","-5.0","USA","25"
"2026-01-12","206681","Fabian Marozsan","52","975","0.0","1.0","HUN","26"
"2026-01-12","128034","Hubert Hurkacz","53","965","255.0","30.0","POL","28"
"2026-01-12","206499","Aleksandar Kovacevic","54","964","87.0","4.0","USA","27"
"2026-01-12","105916","Marton Fucsovics","55","949","0.0","-1.0","HUN","33"
"2026-01-12","126610","Matteo Berrettini","56","945","0.0","-1.0","ITA","29"
"2026-01-12","208316","Valentin Royer","57","924","0.0","-1.0","FRA","24"
"2026-01-12","111794","Kamil Majchrzak","58","918","57.0","1.0","POL","29"
"2026-01-12","200175","Miomir Kecmanovic","59","910","-90.0","-8.0","SRB","26"
"2026-01-12","106218","Marcos Giron","60","895","50.0","4.0","USA","32"
"2026-01-12","144869","Tomas Martin Etcheverry","61","895","0.0","-4.0","ARG","26"
"2026-01-12","124187","Reilly Opelka","62","873","12.0","-2.0","USA","28"
"2026-01-12","208659","Giovanni Mpetshi Perricard","63","865","40.0","4.0","FRA","22"
"2026-01-12","209279","Terence Atmane","64","862","7.0","-2.0","FRA","24"
"2026-01-12","208286","Matteo Arnaldi","65","858","0.0","-4.0","ITA","24"
"2026-01-12","106000","Damir Dzumhur","66","837","0.0","-1.0","BIH","33"
"2026-01-12","209070","Arthur Cazaux","67","830","-18.0","-4.0","FRA","23"
"2026-01-12","207681","Francisco Comesana","68","829","0.0","-2.0","ARG","25"
"2026-01-12","105173","Adrian Mannarino","69","810","-7.0","-1.0","FRA","37"
"2026-01-12","105227","Marin Cilic","70","790","25.0","0.0","CRO","37"
"2026-01-12","124079","Pedro Martinez","71","768","125.0","25.0","ESP","28"
"2026-01-12","209920","Raphael Collignon","72","767","63.0","12.0","BEL","23"
"2026-01-12","207411","Jesper De Jong","73","763","0.0","-2.0","NED","25"
"2026-01-12","208363","Mariano Navone","74","760","0.0","-2.0","ARG","24"
"2026-01-12","122298","Botic Van De Zandschulp","75","759","13.0","0.0","NED","30"
"2026-01-12","208233","Mattia Bellucci","76","758","0.0","-3.0","ITA","24"
"2026-01-12","207985","Jacob Fearnley","77","752","0.0","-3.0","GBR","24"
"2026-01-12","210319","Ethan Quinn","78","733","0.0","-2.0","USA","21"
"2026-01-12","200443","Adam Walton","79","727","-5.0","-2.0","AUS","26"
"2026-01-12","106426","Cristian Garin","80","726","0.0","-2.0","CHI","29"
"2026-01-12","126214","Alejandro Tabilo","81","722","5.0","0.0","CHI","28"
"2026-01-12","209209","Filip Misolic","82","720","-4.0","-3.0","AUT","24"
"2026-01-12","207678","Juan Manuel Cerundolo","83","700","0.0","2.0","ARG","24"
"2026-01-12","","Jan-Lennard Struff","84","699","-12.0","-2.0","",""
"2026-01-12","111460","Quentin Halys","85","697","28.0","6.0","FRA","29"
"2026-01-12","105902","James Duckworth","86","694","0.0","0.0","AUS","33"
"2026-01-12","126846","Aleksandar Vukic","87","693","0.0","0.0","AUS","29"
"2026-01-12","207182","Emilio Nava","88","677","0.0","0.0","USA","24"
"2026-01-12","208118","Eliot Spizzirri","89","672","0.0","0.0","USA","24"
"2026-01-12","105138","Roberto Bautista Agut","90","670","0.0","0.0","ESP","37"
"2026-01-12","111513","Laslo Djere","91","659","7.0","4.0","SRB","30"
"2026-01-12","105807","Pablo Carreno Busta","92","656","0.0","0.0","ESP","34"
"2026-01-12","207494","Dalibor Svrcina","93","655","0.0","0.0","CZE","23"
"2026-01-12","200384","Hugo Gaston","94","653","0.0","0.0","FRA","25"
"2026-01-12","210696","Alexander Blockx","95","653","118.0","20.0","BEL","20"
"2026-01-12","209098","Hamad Medjedovic","96","643","-75.0","-16.0","SRB","22"
"2026-01-12","209262","Tristan Schoolkate","97","641","0.0","0.0","AUS","24"
"2026-01-12","126535","Carlos Taberner","98","630","0.0","0.0","ESP","28"
"2026-01-12","209860","Ignacio Buse","99","627","0.0","1.0","PER","21"
"2026-01-12","200240","Vit Kopriva","100","626","6.0","1.0","CZE","28"
"2026-01-12","105870","Yannick Hanfmann","101","611","-7.0","1.0","GER","34"
"2026-01-12","202058","Thiago Agustin Tirante","102","605","0.0","1.0","ARG","24"
"2026-01-12","208882","Roman Andres Burruchaga","103","604","0.0","1.0","ARG","23"
"2026-01-12","","Aleksandr Shevchenko","104","597","0.0","2.0","",""
"2026-01-12","105932","Nikoloz Basilashvili","105","573","0.0","2.0","GEO","33"
"2026-01-12","126127","Benjamin Bonzi","106","566","-63.0","-7.0","FRA","29"
"2026-01-12","144642","Tomas Barrios Vera","107","565","8.0","1.0","CHI","28"
"2026-01-12","208134","Luca Nardi","108","561","-38.0","-3.0","ITA","22"
"2026-01-12","200587","Brandon Holt","109","553","0.0","0.0","USA","27"
"2026-01-12","104792","Gael Monfils","110","550","-250.0","-41.0","FRA","39"
"2026-01-12","111442","Jordan Thompson","111","548","12.0","2.0","AUS","31"
