"ranking_date","player_id","player_name","atp_rank","atp_points","atp_points_change","atp_rank_change","country","age"
"2026-02-16","207989","Carlos Alcaraz","1","13150","0.0","0.0","ESP","22"
"2026-02-16","206173","Jannik Sinner","2","10300","0.0","0.0","ITA","24"
"2026-02-16","104925","Novak Djokovic","3","5280","0.0","0.0","SRB","38"
"2026-02-16","100644","Alexander Zverev","4","4605","0.0","0.0","GER","28"
"2026-02-16","207518","Lorenzo Musetti","5","4405","0.0","0.0","ITA","23"
"2026-02-16","200282","Alex De Minaur","6","4250","415.0","2.0","AUS","26"
"2026-02-16","","Felix Auger-Aliassime","7","4230","280.0","-1.0","",""
"2026-02-16","126203","Taylor Fritz","8","4220","280.0","-1.0","USA","28"
"2026-02-16","210097","Ben Shelton","9","4050","490.0","0.0","USA","23"
"2026-02-16","122330","Alexander Bublik","10","3405","170.0","0.0","KAZ","28"
"2026-02-16","106421","Daniil Medvedev","11","3010","-50.0","0.0","RUS","30"
"2026-02-16","207733","Jack Draper","12","2790","0.0","0.0","GBR","24"
"2026-02-16","134770","Casper Ruud","13","2625","0.0","0.0","NOR","27"
"2026-02-16","126094","Andrey Rublev","14","2510","0.0","1.0","RUS","28"
"2026-02-16","200221","Alejandro Davidovich Fokina","15","2470","-65.0","-1.0","ESP","26"
"2026-02-16","210084","Jakub Mensik","16","2425","0.0","0.0","CZE","20"
"2026-02-16","111575","Karen Khachanov","17","2360","40.0","1.0","RUS","29"
"2026-02-16","208029","Holger Rune","18","2340","0.0","-1.0","DEN","22"
"2026-02-16","202103","Francisco Cerundolo","19","2220","85.0","0.0","ARG","27"
"2026-02-16","207925","Flavio Cobolli","20","1955","0.0","0.0","ITA","23"
"2026-02-16","209260","Luciano Darderi","21","1904","115.0","1.0","ITA","24"
"2026-02-16","208103","Jiri Lehecka","22","1860","0.0","-1.0","CZE","24"
"2026-02-16","210530","Learner Tien","23","1710","0.0","0.0","USA","20"
"2026-02-16","126205","Tommy Paul","24","1700","0.0","0.0","USA","28"
"2026-02-16","134868","Tallon Griekspoor","25","1655","70.0","2.0","NED","29"
"2026-02-16","200473","Valentin Vacherot","26","1605","-6.0","-1.0","MON","27"
"2026-02-16","111815","Cameron Norrie","27","1603","0.0","-1.0","GBR","30"
"2026-02-16","126207","Frances Tiafoe","28","1550","40.0","2.0","USA","28"
"2026-02-16","206909","Brandon Nakashima","29","1535","0.0","0.0","USA","24"
"2026-02-16","126239","Arthur Rinderknech","30","1530","-12.0","-2.0","FRA","30"
"2026-02-16","207830","Tomas Machac","31","1510","0.0","0.0","CZE","25"
"2026-02-16","202104","Sebastian Baez","32","1495","75.0","2.0","ARG","25"
"2026-02-16","126774","Stefanos Tsitsipas","33","1485","40.0","-1.0","GRE","27"
"2026-02-16","144895","Corentin Moutet","34","1383","0.0","1.0","FRA","26"
"2026-02-16","133430","Denis Shapovalov","35","1350","190.0","5.0","CAN","26"
"2026-02-16","200005","Ugo Humbert","36","1285","-50.0","0.0","FRA","27"
"2026-02-16","144719","Jaume Munar","37","1275","90.0","0.0","ESP","28"
"2026-02-16","211663","Joao Fonseca","38","1190","-250.0","-5.0","BRA","19"
"2026-02-16","209113","Gabriel Diallo","39","1175","0.0","-1.0","CAN","24"
"2026-02-16","209950","Arthur Fils","40","1110","0.0","2.0","FRA","21"
"2026-02-16","210506","Alex Michelsen","41","1110","-50.0","0.0","USA","21"
"2026-02-16","105777","Grigor Dimitrov","42","1105","0.0","1.0","BUL","34"
"2026-02-16","105227","Marin Cilic","43","1090","200.0","18.0","CRO","37"
"2026-02-16","200267","Zizou Bergs","44","1080","-90.0","-5.0","BEL","26"
"2026-02-16","132686","Nuno Borges","45","1070","0.0","-1.0","POR","28"
"2026-02-16","200116","Camilo Ugo Carabelli","46","1068","40.0","1.0","ARG","26"
"2026-02-16","202385","Jenson Brooksby","47","1042","0.0","-2.0","USA","25"
"2026-02-16","206681","Fabian Marozsan","48","1040","0.0","-2.0","HUN","26"
"2026-02-16","105173","Adrian Mannarino","49","1025","50.0","3.0","FRA","37"
"2026-02-16","200624","Sebastian Korda","50","1020","60.0","3.0","USA","25"
"2026-02-16","144869","Tomas Martin Etcheverry","51","1020","75.0","3.0","ARG","26"
"2026-02-16","124186","Alexandre Muller","52","1020","0.0","-4.0","FRA","29"
"2026-02-16","200615","Alexei Popyrin","53","1000","0.0","-3.0","AUS","26"
"2026-02-16","127157","Daniel Altmaier","54","961","-34.0","-3.0","GER","27"
"2026-02-16","122298","Botic Van De Zandschulp","55","936","87.0","10.0","NED","30"
"2026-02-16","111794","Kamil Majchrzak","56","920","0.0","-1.0","POL","30"
"2026-02-16","126610","Matteo Berrettini","57","910","15.0","1.0","ITA","29"
"2026-02-16","208659","Giovanni Mpetshi Perricard","58","905","0.0","-2.0","FRA","22"
"2026-02-16","209920","Raphael Collignon","59","902","125.0","10.0","BEL","24"
"2026-02-16","208316","Valentin Royer","60","897","0.0","-3.0","FRA","24"
"2026-02-16","105916","Marton Fucsovics","61","891","-118.0","-12.0","HUN","34"
"2026-02-16","106000","Damir Dzumhur","62","877","0.0","0.0","BIH","33"
"2026-02-16","207681","Francisco Comesana","63","869","0.0","0.0","ARG","25"
"2026-02-16","106218","Marcos Giron","64","855","-40.0","-5.0","USA","32"
"2026-02-16","132283","Lorenzo Sonego","65","850","-40.0","-5.0","ITA","30"
"2026-02-16","209279","Terence Atmane","66","833","-16.0","-2.0","FRA","24"
"2026-02-16","208118","Eliot Spizzirri","67","821","40.0","1.0","USA","24"
"2026-02-16","126214","Alejandro Tabilo","68","808","34.0","3.0","CHI","28"
"2026-02-16","124187","Reilly Opelka","69","786","-12.0","-2.0","USA","28"
"2026-02-16","210319","Ethan Quinn","70","776","18.0","4.0","USA","21"
"2026-02-16","128034","Hubert Hurkacz","71","775","0.0","-1.0","POL","29"
"2026-02-16","111460","Quentin Halys","72","762","37.0","5.0","FRA","29"
"2026-02-16","209070","Arthur Cazaux","73","755","0.0","2.0","FRA","23"
"2026-02-16","208363","Mariano Navone","74","750","-10.0","-1.0","ARG","24"
"2026-02-16","206499","Aleksandar Kovacevic","75","746","25.0","3.0","USA","27"
"2026-02-16","207182","Emilio Nava","76","710","0.0","5.0","USA","24"
"2026-02-16","","Jan-Lennard Struff","77","706","0.0","5.0","",""
"2026-02-16","207678","Juan Manuel Cerundolo","78","706","-11.0","2.0","ARG","24"
"2026-02-16","","Aleksandr Shevchenko","79","696","6.0","5.0","",""
"2026-02-16","105902","James Duckworth","80","691","0.0","3.0","AUS","34"
"2026-02-16","209209","Filip Misolic","81","687","-41.0","-5.0","AUT","24"
"2026-02-16","105138","Roberto Bautista Agut","82","685","0.0","3.0","ESP","37"
"2026-02-16","200175","Miomir Kecmanovic","83","670","-150.0","-17.0","SRB","26"
"2026-02-16","207985","Jacob Fearnley","84","668","0.0","3.0","GBR","24"
"2026-02-16","208286","Matteo Arnaldi","85","665","-100.0","-13.0","ITA","24"
"2026-02-16","207411","Jesper De Jong","86","665","-8.0","0.0","NED","25"
"2026-02-16","200240","Vit Kopriva","87","660","28.0","8.0","CZE","28"
"2026-02-16","126846","Aleksandar Vukic","88","656","0.0","0.0","AUS","29"
"2026-02-16","106426","Cristian Garin","89","656","0.0","0.0","CHI","29"
"2026-02-16","105870","Yannick Hanfmann","90","653","0.0","0.0","GER","34"
"2026-02-16","209860","Ignacio Buse","91","648","25.0","5.0","PER","21"
"2026-02-16","202058","Thiago Agustin Tirante","92","647","0.0","0.0","ARG","24"
"2026-02-16","200443","Adam Walton","93","643","0.0","0.0","AUS","26"
"2026-02-16","208134","Luca Nardi","94","629","8.0","3.0","ITA","22"
"2026-02-16","","Christopher O'Connell","95","626","115.0","24.0","",""
"2026-02-16","200384","Hugo Gaston","96","619","3.0","3.0","FRA","25"
"2026-02-16","209098","Hamad Medjedovic","97","615","-102.0","-18.0","SRB","22"
"2026-02-16","104527","Stan Wawrinka","98","612","50.0","8.0","SUI","40"
"2026-02-16","207494","Dalibor Svrcina","99","612","-6.0","-1.0","CZE","23"
"2026-02-16","126535","Carlos Taberner","100","608","0.0","0.0","ESP","28"
"2026-02-16","124079","Pedro Martinez","101","586","-50.0","-7.0","ESP","28"
"2026-02-16","208882","Roman Andres Burruchaga","102","580","12.0","2.0","ARG","24"
"2026-02-16","209226","Adolfo Daniel Vallejo","103","580","0.0","-2.0","PAR","21"
"2026-02-16","210696","Alexander Blockx","104","570","0.0","-1.0","BEL","20"
"2026-02-16","200516","Patrick Kypson","105","565","13.0","4.0","USA","26"
"2026-02-16","208260","Zachary Svajda","106","563","12.0","4.0","USA","23"
"2026-02-16","144642","Tomas Barrios Vera","107","563","17.0","7.0","CHI","28"
"2026-02-16","209262","Tristan Schoolkate","108","556","-14.0","-6.0","AUS","24"
"2026-02-16","208233","Mattia Bellucci","109","553","0.0","-2.0","ITA","24"
"2026-02-16","208353","Francesco Maestrelli","110","553","0.0","-2.0","ITA","23"
"2026-02-16","111442","Jordan Thompson","111","548","0.0","0.0","AUS","31"
"2026-02-16","126127","Benjamin Bonzi","112","548","64.0","19.0","FRA","29"
"2026-02-16","208014","Rinky Hijikata","113","546","0.0","0.0","AUS","24"
"2026-02-16","111513","Laslo Djere","114","538","-113.0","-23.0","SRB","30"
"2026-02-16","","Chun-Hsin Tseng","115","536","0.0","1.0","",""
"2026-02-16","111456","Mackenzie Mcdonald","116","535","-12.0","-4.0","USA","30"
"2026-02-16","208278","Shintaro Mochizuki","117","525","-12.0","-2.0","JPN","22"
"2026-02-16","212588","Rafael Jodar","118","523","25.0","6.0","ESP","19"
"2026-02-16","105676","David Goffin","119","515","0.0","-2.0","BEL","35"
"2026-02-16","208169","Titouan Droguet","120","510","0.0","0.0","FRA","24"
"2026-02-16","209284","Elmer Moller","121","509","0.0","0.0","DEN","22"
"2026-02-16","209976","Dino Prizmic","122","507","0.0","0.0","CRO","20"
"2026-02-16","105807","Pablo Carreno Busta","123","504","-62.0","-18.0","ESP","34"
"2026-02-16","123828","Jan Choinski","124","498","0.0","1.0","GBR","29"
"2026-02-16","102093","Martin Damm","125","492","6.0","5.0","USA","22"
"2026-02-16","209147","Vilius Gaubas","126","490","0.0","1.0","LTU","21"
"2026-02-16","106432","Borna Coric","127","488","0.0","2.0","CRO","29"
"2026-02-16","202261","Otto Virtanen","128","488","-25.0","-10.0","FIN","24"
"2026-02-16","105583","Dusan Lajovic","129","485","-18.0","-6.0","SRB","35"
"2026-02-16","209414","Luca Van Assche","130","477","-16.0","-4.0","FRA","21"
"2026-02-16","105477","Marco Trungelliti","131","472","0.0","3.0","ARG","36"
"2026-02-16","124116","Sebastian Ofner","132","471","0.0","3.0","AUT","29"
"2026-02-16","149282","Nicolai Budkov Kjaer","133","470","-6.0","-1.0","NOR","19"
"2026-02-16","208013","Dane Sweeny","134","468","4.0","4.0","AUS","25"
"2026-02-16","200647","Sho Shimabukuro","135","466","25.0","9.0","JPN","28"
"2026-02-16","105932","Nikoloz Basilashvili","136","464","0.0","1.0","GEO","33"
"2026-02-16","209409","Coleman Wong","137","458","-8.0","-1.0","HKG","21"
"2026-02-16","209957","Jack Pinnington Jones","138","456","125.0","43.0","GBR","22"
"2026-02-16","121411","Moez Echargui","139","449","15.0","7.0","TUN","33"
"2026-02-16","126504","Andrea Pellegrino","140","447","13.0","5.0","ITA","28"
"2026-02-16","212256","Colton Smith","141","446","0.0","1.0","USA","22"
"2026-02-16","208210","Chris Rodesch","142","446","-10.0","-3.0","LUX","24"
"2026-02-16","111797","Nicolas Jarry","143","441","0.0","0.0","CHI","30"
"2026-02-16","126129","Billy Harris","144","438","-36.0","-11.0","GBR","31"
"2026-02-16","","Daniel Merida","145","432","21.0","7.0","",""
"2026-02-16","200059","Yibing Wu","146","427","0.0","1.0","CHN","26"
"2026-02-16","210262","Jaime Faria","147","425","0.0","1.0","POR","22"
"2026-02-16","","Yunchaokete Bu","148","424","-25.0","-7.0","",""
"2026-02-16","208119","Liam Draxl","149","422","0.0","0.0","CAN","24"
"2026-02-16","127760","Lukas Klein","150","421","1.0","0.0","SVK","27"
"2026-02-16","200587","Brandon Holt","151","418","-35.0","-11.0","USA","27"
"2026-02-16","210116","Michael Zheng","152","414","0.0","-1.0","USA","22"
"2026-02-16","208021","Kyrian Jacquet","153","414","-75.0","-25.0","FRA","24"
"2026-02-16","209911","Guy Den Ouden","154","405","50.0","15.0","NED","23"
"2026-02-16","144750","Lloyd Harris","155","399","75.0","31.0","RSA","28"
"2026-02-16","206748","Giulio Zeppieri","156","397","4.0","-2.0","ITA","24"
"2026-02-16","209259","Arthur Fery","157","396","0.0","-4.0","GBR","23"
"2026-02-16","106198","Hugo Dellien","158","393","38.0","9.0","BOL","32"
"2026-02-16","211776","Martin Landaluce","159","390","2.0","-4.0","ESP","20"
"2026-02-16","106109","Alex Bolt","160","383","44.0","18.0","AUS","33"
"2026-02-16","210136","Mark Lajal","161","378","0.0","-3.0","EST","22"
"2026-02-16","210338","Arthur Gea","162","377","-10.0","-6.0","FRA","21"
"2026-02-16","208859","Francesco Passaro","163","376","0.0","-4.0","ITA","25"
"2026-02-16","200259","Ugo Blanchet","164","375","0.0","-4.0","FRA","27"
"2026-02-16","210053","Luka Mikrut","165","371","12.0","-1.0","CRO","21"
"2026-02-16","105882","Stefano Travaglia","166","370","10.0","-3.0","ITA","34"
"2026-02-16","209261","Matteo Gigante","167","367","0.0","-6.0","ITA","24"
"2026-02-16","210536","Rei Sakamoto","168","364","20.0","6.0","JPN","19"
"2026-02-16","106415","Yoshihito Nishioka","169","361","-25.0","-12.0","JPN","30"
"2026-02-16","104792","Gael Monfils","170","360","0.0","-8.0","FRA","39"
"2026-02-16","206750","Daniil Glinka","171","359","4.0","-1.0","EST","25"
"2026-02-16","210012","Henrique Rocha","172","357","0.0","-7.0","POR","21"
"2026-02-16","209857","Leandro Riedi","173","356","8.0","0.0","SUI","24"
"2026-02-16","208004","Harold Mayot","174","355","0.0","-6.0","FRA","24"
"2026-02-16","106148","Roberto Carballes Baena","175","350","7.0","0.0","ESP","32"
