"ranking_date","player_id","player_name","atp_rank","atp_points","atp_points_change","atp_rank_change","country","age"
"2026-03-02","207989","Carlos Alcaraz","1","13550","0.0","0.0","ESP","22"
"2026-03-02","206173","Jannik Sinner","2","10400","0.0","0.0","ITA","24"
"2026-03-02","104925","Novak Djokovic","3","5280","0.0","0.0","SRB","38"
"2026-03-02","100644","Alexander Zverev","4","4555","0.0","0.0","GER","28"
"2026-03-02","207518","Lorenzo Musetti","5","4405","0.0","0.0","ITA","23"
"2026-03-02","200282","Alex De Minaur","6","4235","0.0","0.0","AUS","27"
"2026-03-02","126203","Taylor Fritz","7","4220","0.0","0.0","USA","28"
"2026-03-02","210097","Ben Shelton","8","4010","-40.0","1.0","USA","23"
"2026-03-02","","Felix Auger-Aliassime","9","3950","-130.0","-1.0","",""
"2026-03-02","122330","Alexander Bublik","10","3405","0.0","0.0","KAZ","28"
"2026-03-02","106421","Daniil Medvedev","11","3360","400.0","0.0","RUS","30"
"2026-03-02","210084","Jakub Mensik","12","2650","55.0","1.0","CZE","20"
"2026-03-02","134770","Casper Ruud","13","2625","-40.0","-1.0","NOR","27"
"2026-03-02","207733","Jack Draper","14","2510","50.0","1.0","GBR","24"
"2026-03-02","207925","Flavio Cobolli","15","2480","450.0","5.0","ITA","23"
"2026-03-02","111575","Karen Khachanov","16","2450","0.0","0.0","RUS","29"
"2026-03-02","126094","Andrey Rublev","17","2400","190.0","1.0","RUS","28"
"2026-03-02","208029","Holger Rune","18","2290","-50.0","-1.0","DEN","22"
"2026-03-02","200221","Alejandro Davidovich Fokina","19","2190","-280.0","-5.0","ESP","26"
"2026-03-02","202103","Francisco Cerundolo","20","2170","0.0","-1.0","ARG","27"
"2026-03-02","209260","Luciano Darderi","21","2104","200.0","0.0","ITA","24"
"2026-03-02","126207","Frances Tiafoe","22","1870","280.0","6.0","USA","28"
"2026-03-02","208103","Jiri Lehecka","23","1850","90.0","1.0","CZE","24"
"2026-03-02","126205","Tommy Paul","24","1815","0.0","-2.0","USA","28"
"2026-03-02","134868","Tallon Griekspoor","25","1785","130.0","0.0","NED","29"
"2026-03-02","200473","Valentin Vacherot","26","1691","100.0","1.0","MON","27"
"2026-03-02","210530","Learner Tien","27","1685","-100.0","-4.0","USA","20"
"2026-03-02","126239","Arthur Rinderknech","28","1617","87.0","3.0","FRA","30"
"2026-03-02","111815","Cameron Norrie","29","1603","0.0","-3.0","GBR","30"
"2026-03-02","206909","Brandon Nakashima","30","1535","0.0","-1.0","USA","24"
"2026-03-02","144869","Tomas Martin Etcheverry","31","1445","-25.0","2.0","ARG","26"
"2026-03-02","209950","Arthur Fils","32","1440","0.0","2.0","FRA","21"
"2026-03-02","144895","Corentin Moutet","33","1383","0.0","2.0","FRA","26"
"2026-03-02","200005","Ugo Humbert","34","1285","0.0","3.0","FRA","27"
"2026-03-02","211663","Joao Fonseca","35","1240","0.0","3.0","BRA","19"
"2026-03-02","144719","Jaume Munar","36","1235","0.0","3.0","ESP","28"
"2026-03-02","200624","Sebastian Korda","37","1220","0.0","3.0","USA","25"
"2026-03-02","209113","Gabriel Diallo","38","1175","0.0","3.0","CAN","24"
"2026-03-02","133430","Denis Shapovalov","39","1160","-190.0","-3.0","CAN","26"
"2026-03-02","126214","Alejandro Tabilo","40","1138","25.0","2.0","CHI","28"
"2026-03-02","202385","Jenson Brooksby","41","1135","93.0","8.0","USA","25"
"2026-03-02","105777","Grigor Dimitrov","42","1105","0.0","2.0","BUL","34"
"2026-03-02","126774","Stefanos Tsitsipas","43","1085","-450.0","-13.0","GRE","27"
"2026-03-02","210506","Alex Michelsen","44","1085","-25.0","-1.0","USA","21"
"2026-03-02","200615","Alexei Popyrin","45","1050","0.0","2.0","AUS","26"
"2026-03-02","206681","Fabian Marozsan","46","1040","0.0","4.0","HUN","26"
"2026-03-02","200267","Zizou Bergs","47","1030","-50.0","-1.0","BEL","26"
"2026-03-02","105173","Adrian Mannarino","48","1025","0.0","3.0","FRA","37"
"2026-03-02","132686","Nuno Borges","49","1020","-25.0","-1.0","POR","29"
"2026-03-02","207830","Tomas Machac","50","1010","-500.0","-18.0","CZE","25"
"2026-03-02","105227","Marin Cilic","51","990","-100.0","-6.0","CRO","37"
"2026-03-02","209279","Terence Atmane","52","958","100.0","11.0","FRA","24"
"2026-03-02","202104","Sebastian Baez","53","940","-65.0","-1.0","ARG","25"
"2026-03-02","208659","Giovanni Mpetshi Perricard","54","930","25.0","4.0","FRA","22"
"2026-03-02","127157","Daniel Altmaier","55","921","-40.0","-2.0","GER","27"
"2026-03-02","105916","Marton Fucsovics","56","916","-18.0","-1.0","HUN","34"
"2026-03-02","111794","Kamil Majchrzak","57","895","-25.0","-1.0","POL","30"
"2026-03-02","200175","Miomir Kecmanovic","58","875","190.0","26.0","SRB","26"
"2026-03-02","122298","Botic Van De Zandschulp","59","873","-1.0","2.0","NED","30"
"2026-03-02","208316","Valentin Royer","60","872","-63.0","-6.0","FRA","24"
"2026-03-02","132283","Lorenzo Sonego","61","850","0.0","3.0","ITA","30"
"2026-03-02","200240","Vit Kopriva","62","848","0.0","3.0","CZE","28"
"2026-03-02","209860","Ignacio Buse","63","848","0.0","3.0","PER","21"
"2026-03-02","106000","Damir Dzumhur","64","840","-37.0","-4.0","BIH","33"
"2026-03-02","105870","Yannick Hanfmann","65","835","140.0","16.0","GER","34"
"2026-03-02","126610","Matteo Berrettini","66","820","-90.0","-9.0","ITA","29"
"2026-03-02","200116","Camilo Ugo Carabelli","67","790","-90.0","-8.0","ARG","26"
"2026-03-02","124187","Reilly Opelka","68","786","0.0","1.0","USA","28"
"2026-03-02","106218","Marcos Giron","69","780","-90.0","-7.0","USA","32"
"2026-03-02","207678","Juan Manuel Cerundolo","70","778","-3.0","0.0","ARG","24"
"2026-03-02","128034","Hubert Hurkacz","71","775","0.0","2.0","POL","29"
"2026-03-02","206499","Aleksandar Kovacevic","72","771","25.0","3.0","USA","27"
"2026-03-02","210319","Ethan Quinn","73","761","-15.0","-1.0","USA","21"
"2026-03-02","202058","Thiago Agustin Tirante","74","756","17.0","2.0","ARG","24"
"2026-03-02","207182","Emilio Nava","75","753","43.0","4.0","USA","24"
"2026-03-02","209070","Arthur Cazaux","76","741","-14.0","-2.0","FRA","23"
"2026-03-02","209920","Raphael Collignon","77","733","-44.0","-6.0","BEL","24"
"2026-03-02","208118","Eliot Spizzirri","78","731","-90.0","-11.0","USA","24"
"2026-03-02","208363","Mariano Navone","79","725","0.0","-2.0","ARG","25"
"2026-03-02","","Jan-Lennard Struff","80","719","13.0","0.0","",""
"2026-03-02","124186","Alexandre Muller","81","715","0.0","-3.0","FRA","29"
"2026-03-02","207681","Francisco Comesana","82","694","0.0","0.0","ARG","25"
"2026-03-02","105902","James Duckworth","83","691","0.0","0.0","AUS","34"
"2026-03-02","209209","Filip Misolic","84","671","0.0","2.0","AUT","24"
"2026-03-02","208286","Matteo Arnaldi","85","665","0.0","3.0","ITA","25"
"2026-03-02","207411","Jesper De Jong","86","665","0.0","3.0","NED","25"
"2026-03-02","207985","Jacob Fearnley","87","662","0.0","3.0","GBR","24"
"2026-03-02","","Aleksandr Shevchenko","88","659","3.0","4.0","",""
"2026-03-02","126846","Aleksandar Vukic","89","656","0.0","2.0","AUS","29"
"2026-03-02","106426","Cristian Garin","90","656","0.0","3.0","CHI","29"
"2026-03-02","200443","Adam Walton","91","650","-19.0","-4.0","AUS","26"
"2026-03-02","104527","Stan Wawrinka","92","649","50.0","7.0","SUI","40"
"2026-03-02","105138","Roberto Bautista Agut","93","645","-40.0","-8.0","ESP","37"
"2026-03-02","208233","Mattia Bellucci","94","640","87.0","16.0","ITA","24"
"2026-03-02","200516","Patrick Kypson","95","640","75.0","8.0","USA","26"
"2026-03-02","200384","Hugo Gaston","96","631","12.0","-1.0","FRA","25"
"2026-03-02","210696","Alexander Blockx","97","626","0.0","-3.0","BEL","20"
"2026-03-02","208882","Roman Andres Burruchaga","98","617","0.0","-2.0","ARG","24"
"2026-03-02","208260","Zachary Svajda","99","614","13.0","-1.0","USA","23"
"2026-03-02","126535","Carlos Taberner","100","608","0.0","-3.0","ESP","28"
"2026-03-02","209147","Vilius Gaubas","101","603","45.0","6.0","LTU","21"
"2026-03-02","111460","Quentin Halys","102","600","-200.0","-34.0","FRA","29"
"2026-03-02","212588","Rafael Jodar","103","594","46.0","11.0","ESP","19"
"2026-03-02","209226","Adolfo Daniel Vallejo","104","593","32.0","2.0","PAR","21"
"2026-03-02","209414","Luca Van Assche","105","590","-6.0","-5.0","FRA","21"
"2026-03-02","124079","Pedro Martinez","106","586","0.0","-5.0","ESP","28"
"2026-03-02","105807","Pablo Carreno Busta","107","578","62.0","17.0","ESP","34"
"2026-03-02","124116","Sebastian Ofner","108","571","100.0","24.0","AUT","29"
"2026-03-02","207494","Dalibor Svrcina","109","569","50.0","14.0","CZE","23"
"2026-03-02","209098","Hamad Medjedovic","110","565","0.0","-8.0","SRB","22"
"2026-03-02","126127","Benjamin Bonzi","111","564","0.0","-7.0","FRA","29"
"2026-03-02","200059","Yibing Wu","112","559","125.0","30.0","CHN","26"
"2026-03-02","200647","Sho Shimabukuro","113","554","75.0","17.0","JPN","28"
"2026-03-02","208353","Francesco Maestrelli","114","553","0.0","-3.0","ITA","23"
"2026-03-02","144642","Tomas Barrios Vera","115","551","0.0","-3.0","CHI","28"
"2026-03-02","111442","Jordan Thompson","116","548","0.0","-3.0","AUS","31"
"2026-03-02","208014","Rinky Hijikata","117","547","0.0","-2.0","AUS","25"
"2026-03-02","209262","Tristan Schoolkate","118","547","-9.0","-10.0","AUS","25"
"2026-03-02","209976","Dino Prizmic","119","541","12.0","1.0","CRO","20"
"2026-03-02","105583","Dusan Lajovic","120","535","-6.0","-4.0","SRB","35"
"2026-03-02","209284","Elmer Moller","121","534","25.0","6.0","DEN","22"
"2026-03-02","123828","Jan Choinski","122","530","7.0","-1.0","GBR","29"
"2026-03-02","209409","Coleman Wong","123","528","13.0","2.0","HKG","21"
"2026-03-02","208169","Titouan Droguet","124","528","8.0","-2.0","FRA","24"
"2026-03-02","126504","Andrea Pellegrino","125","510","63.0","12.0","ITA","28"
"2026-03-02","111456","Mackenzie Mcdonald","126","498","-37.0","-7.0","USA","30"
"2026-03-02","","Christopher O'Connell","127","493","-68.0","-22.0","",""
"2026-03-02","202261","Otto Virtanen","128","487","12.0","3.0","FIN","24"
"2026-03-02","102093","Martin Damm","129","477","-15.0","-1.0","USA","22"
"2026-03-02","208278","Shintaro Mochizuki","130","474","-64.0","-13.0","JPN","22"
"2026-03-02","208013","Dane Sweeny","131","468","0.0","2.0","AUS","25"
"2026-03-02","105477","Marco Trungelliti","132","465","0.0","2.0","ARG","36"
"2026-03-02","105932","Nikoloz Basilashvili","133","464","0.0","2.0","GEO","34"
"2026-03-02","209957","Jack Pinnington Jones","134","456","0.0","2.0","GBR","22"
"2026-03-02","208134","Luca Nardi","135","454","-100.0","-26.0","ITA","22"
"2026-03-02","212256","Colton Smith","136","446","0.0","2.0","USA","22"
"2026-03-02","208210","Chris Rodesch","137","446","0.0","2.0","LUX","24"
"2026-03-02","121411","Moez Echargui","138","435","0.0","3.0","TUN","33"
"2026-03-02","","Daniel Merida","139","432","0.0","4.0","",""
"2026-03-02","208859","Francesco Passaro","140","431","0.0","4.0","ITA","25"
"2026-03-02","","Yunchaokete Bu","141","424","0.0","5.0","",""
"2026-03-02","200436","Zsombor Piros","142","416","75.0","38.0","HUN","26"
"2026-03-02","105676","David Goffin","143","415","-100.0","-17.0","BEL","35"
"2026-03-02","","Chun-Hsin Tseng","144","414","0.0","4.0","",""
"2026-03-02","210116","Michael Zheng","145","414","0.0","4.0","USA","22"
"2026-03-02","106432","Borna Coric","146","413","-75.0","-17.0","CRO","29"
"2026-03-02","208119","Liam Draxl","147","412","-5.0","0.0","CAN","24"
"2026-03-02","104792","Gael Monfils","148","410","50.0","22.0","FRA","39"
"2026-03-02","208021","Kyrian Jacquet","149","407","0.0","1.0","FRA","24"
"2026-03-02","149282","Nicolai Budkov Kjaer","150","407","12.0","4.0","NOR","19"
"2026-03-02","126129","Billy Harris","151","406","-31.0","-11.0","GBR","31"
"2026-03-02","144750","Lloyd Harris","152","399","0.0","0.0","RSA","29"
"2026-03-02","206748","Giulio Zeppieri","153","397","0.0","0.0","ITA","24"
"2026-03-02","111797","Nicolas Jarry","154","391","0.0","1.0","CHI","30"
"2026-03-02","211776","Martin Landaluce","155","391","0.0","1.0","ESP","20"
"2026-03-02","209911","Guy Den Ouden","156","391","-10.0","-5.0","NED","23"
"2026-03-02","","Pierre-Hugues Herbert","157","388","50.0","25.0","",""
"2026-03-02","127760","Lukas Klein","158","386","0.0","0.0","SVK","27"
"2026-03-02","210536","Rei Sakamoto","159","382","-4.0","-2.0","JPN","19"
"2026-03-02","210136","Mark Lajal","160","379","1.0","0.0","EST","22"
"2026-03-02","210338","Arthur Gea","161","377","0.0","0.0","FRA","21"
"2026-03-02","200259","Ugo Blanchet","162","375","14.0","6.0","FRA","27"
"2026-03-02","210262","Jaime Faria","163","375","-50.0","-18.0","POR","22"
"2026-03-02","106198","Hugo Dellien","164","375","7.0","1.0","BOL","32"
"2026-03-02","210053","Luka Mikrut","165","371","0.0","-3.0","CRO","21"
"2026-03-02","105882","Stefano Travaglia","166","370","0.0","-3.0","ITA","34"
"2026-03-02","106109","Alex Bolt","167","369","-14.0","-8.0","AUS","33"
